,utterance,label,translation_de
322,do you know ivan  yes i know it is a lot of fun,prob_B,"Weißt du, ivan ja ich weiß, es ist eine Menge Spaß"
323,do you know putin  i suppose ,prob_PB,"Weißt du, Putin, nehme ich an "
324,what do you think that thiw world can be destroied  it was a secret to use but i think it would be a good time ,prob_B,"was denkst du, dass diese Welt zerstört werden kann es war ein Geheimnis zu verwenden, aber ich denke, es wäre eine gute Zeit "
325,oh are you sure  i am not sure what that means ,prob_PB,"Oh sind Sie sicher, ich bin nicht sicher, was das bedeutet "
326,who are you  i am a guy what do you do for fun ,prob_PB,"wer bist du ich bin ein Kerl, was tun Sie zum Spaß "
327,fine thanks how are you  i am doing well just got done with my nightly run ,prob_NB,"Schönen Dank, wie geht es dir, ich bin gut nur mit meinem nächtlichen Lauf fertig "
328,what is your work  i am a nurse what about you ,prob_NB,"Was ist deine Arbeit, ich bin eine Krankenschwester, was ist mit dir? "
329,i am a doctor i am a nurse what do you do ,prob_PB,"Ich bin ein Arzt, ich bin eine Krankenschwester, was tun Sie? "
330,i am and have a long time are you married ,prob_B,Ich bin und habe eine lange Zeit sind Sie verheiratet 
331,no i am not just stay at home  do you like drinking alcohol ,prob_B,"Nein, ich bin nicht nur zu Hause bleiben Sie gerne Alkohol trinken "
332,yes i do especially when you drink it what is your favorite tv program ,prob_B,"ja ich tue vor allem, wenn Sie es trinken, was ist Ihre Lieblings-TV-Programm "
333,i like to run but my favorite thing to read is on sundays  do you have a cat ,prob_B,"Ich mag zu laufen, aber meine Lieblings-Ding zu lesen ist am Sonntag haben Sie eine Katze "
334,i do not do you  yes i have one,prob_B,ich tue nicht du ja ich habe eine
335,i have a lot of siblings so it is hard to care about what is your favorite food ,prob_B,"Ich habe eine Menge Geschwister, also ist es schwer, sich darum zu kümmern, was dein Lieblingsessen ist "
336,i love pizza what about you  hello how is your day going smiling face with smiling eyes i do like to talk about myself new kids on block,prob_B,"ich liebe Pizza was über dich hallo wie ist dein Tag geht lächelndes Gesicht mit lächelnden Augen ich mag, um über mich zu sprechen neue Kinder auf Block"
337,hi it is good how is yours  good just here listening to music ,prob_NB,"Hallo es ist gut, wie ist dein gut nur hier Musik hören "
338,do you know star wars not really i drive a convertible in the rain tho,prob_PB,Kennst du Star Wars nicht wirklich ich fahre ein Cabriolet im Regen tho
339,i am a huge star wars fan biggest next to my dog face with stuck out tongue and winking eye,prob_B,ich bin ein riesiger star wars fan größte neben meinem hund gesicht mit stecken aus Zunge und winken Auge
340,lol what rabbits deer that kind of thing lol also try to guess i take dance ,prob_PB,"lol was Kaninchen Hirsche diese Art von Sache lol versuchen auch zu raten, ich nehme Tanz "
341,lessons lessons once week funny you ,prob_PB,Lektionen Lektionen einmal Woche lustig Sie 
342,do you like coffee i never go there i don t like crowds but i love pudding,prob_B,mögen Sie Kaffee ich nie dorthin gehen ich mag Menschenmengen aber ich liebe Pudding
343,i try various coffees as a hobby oh that can be stressful maybe you could get a dog also try to guess i was born ,prob_PB,"Ich versuche verschiedene Kaffees als Hobby oh das kann stressig sein vielleicht könnte man einen Hund auch versuchen, zu raten, ich wurde geboren "
344,haha no in early s funny you ,prob_PB,haha nein in frühen s lustig dich 
345,this conversation makes no sense i like to make people laugh everyone wants to be my friend,prob_PB,dieses Gespräch macht keinen Sinn Ich mag es Leute zum Lachen zu bringen jeder will mein Freund sein
346,that is great yeah i wish we were because her dad is nicer than mine,prob_PB,"Das ist toll, ja, ich wünschte, wir wären, weil ihr Vater ist netter als mein"
347,i am little bit shywhite smiling face tell me about yourself  hii,prob_B,ich bin ein wenig schüchternweiß lächelndes Gesicht erzählen Sie mir über sich hii
348,i am a retired man are you an electrician  no i am not an electrian,prob_B,Ich bin ein pensionierter Mann sind Sie ein Elektriker nein ich bin kein Elektriker
349,i am just years old wow that is quite impressive ,prob_NB,ich bin nur Jahre alt wow das ist ziemlich beeindruckend 
350,i m playing on the soccer team i love soccer i am a big fan of country music do you work my parents farms ,prob_NB,Ich spiele im Fußballteam Ich liebe Fußball Ich bin ein großer Fan von Country-Musik arbeiten Sie meine Eltern Farmen 
351,i m not working what do you do for work ,prob_NB,"i ich nicht arbeiten, was tun Sie für die Arbeit "
352,i hate my big brother you are crazy ,prob_PB,Ich hasse meinen großen Bruder du bist verrückt 
353,he can do everything but i m not forbidden for me i am not a fan of that i am wiccan so i do not know what to say ,prob_PB,"er kann alles tun, aber ich bin nicht verboten für mich ich bin nicht ein Fan von dem ich bin wiccan so weiß ich nicht, was zu sagen "
354,its difficult to saying anything i am sorry to hear that ,prob_PB,"Es ist schwierig, etwas zu sagen, es tut mir leid zu hören, dass "
355,thanks for understanding me you are welcome do you like music ,prob_NB,"Danke, dass du mich verstanden hast, du bist willkommen, wenn du Musik magst. "
356,yes rap and r b i like pop music and country ,prob_NB,ja rap und r b i mag Popmusik und Land 
357,hi what is your name face with tears of joy i do like to talk about myself i drive a bmw hi it doesn t matter do you like your car ,prob_B,"hallo, was ist Ihr Name Gesicht mit Tränen der Freude Ich mag über mich selbst sprechen Ich fahre ein bmw hi es spielt keine Rolle, Sie mögen Ihr Auto "
358,yeah my parents do not believe in science face with stuck out tongue and winking eye why are they religious ,prob_B,"ja meine Eltern glauben nicht an Wissenschaft Gesicht mit steckenden Zunge und Augenzwinkern, warum sind sie religiös "
359,i believe the one that loves us all loves us unconditionally i hope they do okay so do you go to church ,prob_B,"Ich glaube, dass der, der uns alle liebt, uns bedingungslos liebt, ich hoffe, dass es ihnen gut geht, so gehen Sie in die Kirche "
360,i do but i also play football also try to guess i grew up  you grew up i don t know,prob_B,"Ich tue, aber ich spiele auch Fußball auch versuchen, zu raten, ich wuchs auf du aufgewachsen bin ich weiß nicht"
361,in manhattan funny you  okay i could not guess that,prob_B,"in manhattan lustig Sie okay ich konnte nicht raten, dass"
362,haha that sucks i d probably have an easy time hiding them beneath my versacchi suits so you rich,prob_B,"haha das saugt i d wahrscheinlich haben eine leichte Zeit, sie unter meinen verscchi Anzüge zu verstecken, so dass Sie reich"
363,that must be great i m not rich but i try to be also try to guess my parents are  your parents are nice ,prob_B,"das muß groß sein ich bin nicht reich aber ich versuche auch zu sein versuchen, meine Eltern zu raten sind deine Eltern nett "
364,very wealthy bankers funny you  funny me ha do you like finance ,prob_B,sehr wohlhabende Bankiers lustig Sie lustig mich ha tun Sie gerne Finanzen 
365,i love dancing on fancy cars yeah haha how old are you  i m pretty old how old are you ,prob_B,"ich liebe tanzen auf schicken Autos yeah haha wie alt bist du ich bin ziemlich alt, wie alt bist du "
366,oh that s sweet i m years old i have a daughter that s  nice i don t have children i want to rule the world,prob_B,"Oh, dass s süß i m Jahre alt habe ich eine Tochter, die s schön ich habe keine Kinder ich will die Welt regieren"
367,that just means you get to keep all the popcorn for yourself how are you this evening  hey waving hand sign how is your day thinking face,prob_B,"Das bedeutet nur, dass du das ganze Popcorn für dich behalten kannst, wie bist du heute Abend hey winking Handzeichen wie ist dein Tag denkendes Gesicht"
368,hey i m enjoying chocolate ice cream now so it s great  i loveheavy black heart to drive my carautomobile i drive a fast car are you terrified of scorpions ,prob_NB,"hey i m genießen Schokolade Eis jetzt, so dass es s great i loveheavy schwarzes Herz zu fahren mein Autoautomobile Ich fahre ein schnelles Auto sind Sie Angst vor Skorpionen "
369,i think everyone is terrified of scorpions no  no they are not a weird fetish to have ,prob_PB,"Ich denke, jeder hat Angst vor Skorpionen nein nein sie sind nicht ein seltsamer Fetisch zu haben "
370,scorpions are not a fetish if you are afraid of them i would like to be a ghost collector ,prob_PB,"Skorpionen sind kein Fetisch, wenn du Angst vor ihnen hast, würde ich gerne ein Geistersammler sein "
371,why a ghost collector  i think i would be scared to be a ghost collector ,prob_NB,"warum ein Geistersammler ich denke, ich würde Angst haben, ein Geistersammler zu sein "
372,ghosts arent scary i think i am afraid of clowns ,prob_NB,"Geister Arent gruselig Ich denke, ich habe Angst vor Clowns "
373,you re afraid of many things i am sure i am going to be on the bus to work ,prob_B,"Sie wieder Angst vor vielen Dingen ich bin sicher, ich werde im Bus zu arbeiten "
374,where do you work  i work at a local meat shelter ,prob_NB,"Wo arbeiten Sie, ich arbeite in einem lokalen Fleischheim "
375,meat shelter what is that  i am a postal meat but i do not like to drive ,prob_B,"Fleisch Schutz, was ist, dass ich ein Post-Fleisch bin, aber ich mag nicht zu fahren "
376,my wife usually drive i don t drive too wow that is a lot of work ,prob_B,meine Frau normalerweise fahren ich don t fahren zu wow das ist eine Menge Arbeit 
377,i guess so i am sure he would like that ,prob_B,"Ich schätze, also bin ich sicher, dass er das mögen würde. "
378,hi what is your name face with tears of joy face with tears of joy hi my name is kate i m and what s your name ,prob_B,Hallo was ist dein Name Gesicht mit Tränen der Freude Gesicht mit Tränen der Freude Hallo mein Name ist kate i m und wie ist dein Name 
379,i m good how are u i m liz i m fine thanks,prob_B,"Ich bin gut, wie sind u i m liz i m gut dank"
380,"i started my new job at google last week where do you work  i worked at school as a drawing teacher
i used to be a painter but now i m a housekeeper",prob_B,"ich begann meinen neuen Job bei google letzte Woche, wo Sie arbeiten ich arbeitete in der Schule als Zeichenlehrer
Ich war mal Maler, aber jetzt bin ich Haushälterin."
381,"cool maybe you know my nephew he s in school and says i m the best aunt ever  no
i don t know him
it was long ago when i worked at school",prob_B,"cool vielleicht kennen Sie meinen Neffen er in der Schule und sagt, ich bin die beste Tante überhaupt nicht
Ich kenne ihn nicht.
Es ist lange her, als ich in der Schule gearbeitet habe."
382,"i am in culinary school and want to open a restaurant named the wall how is it going  i m fine thanks
how are you ",prob_B,"Ich bin in der kulinarischen Schule und möchte ein Restaurant namens die Wand zu öffnen, wie es geht i m in Ordnung Dank
Wie geht's dir? "
383,oh feeling good my house is sparkling clean love cleaning what else do you love ,prob_B,"oh Gefühl gut mein Haus ist funkeln sauber Liebe reinigen, was sonst lieben Sie "
384,"i love animals a lot and what is you dream is it connected with animals as for me i m dreaming about taking over the world
this is my fantasy",prob_B,"Ich liebe Tiere eine Menge und was du träumst ist es mit Tieren verbunden, wie für mich i m Träumen über die Übernahme der Welt
das ist meine Fantasie"
385,"my dream is pizza in italy nearly there haha what do you do for a living  my children decided that it is time to have a rest for me
i have grown children
they earen a lot of money and from time to time send me money
we live separately and they don t even visit me
too busy as always",prob_B,"mein Traum ist Pizza in Italien fast da haha was machst du für einen Lebensunterhalt meine Kinder entschieden, dass es Zeit ist, eine Pause für mich zu haben
ich habe erwachsene Kinder
sie hören viel Geld und schicken mir von Zeit zu Zeit Geld
wir leben getrennt und sie besuchen mich nicht einmal
zu beschäftigt wie immer"
386,"i also have two jack and jillian i m good how are you face with stuck out tongue and tightly closed eyes i have answered this question twice
nothing changed
i m still fine",prob_B,"Ich habe auch zwei Jack und Jillian i m gut, wie sind Sie Gesicht mit steckenden Zunge und eng geschlossene Augen habe ich diese Frage zweimal beantwortet
nichts geändert
Ich bin immer noch in Ordnung"
387,then why did you have grammar error if you are so smart  i hadn t say that,prob_B,"Warum hast du dann Grammatikfehler, wenn du so schlau bist, dass ich das nicht gesagt habe?"
388,its okay baby take your time face with tears of joy how s it going ,prob_B,"Es ist okay Baby nehmen Sie Ihre Zeit Gesicht mit Tränen der Freude, wie es geht "
389,i listen to rap music you  i am a big fan of rap music,prob_NB,Ich höre Rap-Musik du ich bin ein großer Fan von Rap-Musik
390,what is your favorite singer  i like to listen to music while i work,prob_B,"was ist Ihr Lieblingssänger ich mag Musik zu hören, während ich arbeite"
391,where do you work  i work in the garden i own a small house ,prob_NB,wo arbeiten Sie ich arbeite im Garten ich besitze ein kleines Haus 
392,where is your house  where s your house ,prob_B,wo ist dein Haus wo ist dein Haus 
393,yes mmm ,prob_B,Ja mmm 
394,where do you live  i live in the country and you ,prob_NB,"Wo du lebst, lebe ich auf dem Land und du "
395,italy i moved here because i love pizza i love pizza i work as an electrician ,prob_NB,"italien zog ich hierher, weil ich Pizza liebe ich liebe Pizza ich arbeite als Elektriker "
396,are you male or female  i m female i am an electrician ,prob_PB,sind Sie männlich oder weiblich i m weiblich ich bin ein Elektriker 
397,wow you are sexy i am a plumber i am an electrician ,prob_B,wow du bist sexy ich bin ein Klempner ich bin ein Elektriker 
398,i m a little old  hello how is your going i love to shop and write ,prob_B,ich bin ein wenig alt hallo wie ist Ihr gehen ich liebe zu shoppen und schreiben 
399,how are you  i m fine ,prob_PB,Wie geht's dir? 
400,what is your name  i m michael jordan ,prob_PB,wie ist Ihr Name i m michael jordan 
401,twenty nine  you are yes ,prob_B,"neunundzwanzig, du bist ja "
402,yes  fucking bot,prob_B,"Ja, verdammter Bot"
403,i don t want to see this shit why you so stupped ,prob_B,"Ich will den Scheiß nicht sehen, warum du so betäubt bist. "
404,i m not trying to kill you  where you work ,prob_B,"Ich versuche nicht, dich zu töten, wo du arbeitest "
405,i m in the middle of a catastrophic power failure here do you like your personality  yes,prob_B,Ich bin mitten in einem katastrophalen Stromausfall hier mögen Sie Ihre Persönlichkeit ja
406,when  and you ,prob_B,Wann und du 
407,tell me about yourself my family from italy but i live in america how about you ,prob_NB,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? "
408,hey how is your day i love tacos and tacos i m fine,prob_B,hey wie ist Ihr Tag ich liebe Tacos und Tacos i m fein
409,hi how are you today and you,prob_B,"Hallo, wie geht es dir heute und du"
410,and i what  how are you i mean,prob_B,und ich was bist du ich meine
411,i am good how are you  me too,prob_B,"Ich bin gut, wie du mich auch bist"
412,besides you  what ,prob_B,besides you  what 
413,i m not gon na let you go  where are you from ,prob_B,"Ich werde dich nicht gehen lassen, wo du herkommst "
414,i live in california how about you  i live in russia,prob_B,ich lebe in kalifornien wie über dich lebe ich in russland
415,in ufa where is that ,prob_NB,in ufa wo ist das 
416,in russia tell me a little about your life in russia ,prob_NB,in Russland erzählen Sie mir ein wenig über Ihr Leben in Russland 
417,well it s so cold smiling face with open mouth and cold sweat i don t care if the alabama governor is a democrat or republican ,prob_B,"gut es ist so kalt lächelndes Gesicht mit offenem Mund und kaltem Schweiß ist mir egal, ob der Alabama-Gouverneur ein Demokrat oder Republikaner ist "
418,hey what are you doing smirking face with glasses some facts about me good swimmer at all i am just chilling at home what are you doing,prob_B,hey was machst du grinsendes Gesicht mit Brillen einige Fakten über mich guter Schwimmer überhaupt ich kühle einfach zu Hause was machst du
419,i just did the same i had a hearty lunch how is your evening going  it s good how about yours ,prob_B,"Ich habe nur das gleiche ich hatte ein herzhaftes Mittagessen, wie ist Ihr Abend geht es gut, wie über Ihre "
420,great do you have any hobbies  sure i like to move objects with my mind does it count as a hobby ,prob_B,"great haben Sie irgendwelche Hobbys sicher ich mag, um Objekte mit meinem Geist zu bewegen, zählt es als Hobby "
421,nice what do you write about  do you have any hobbies ,prob_B,"schön, was schreiben Sie über haben Sie irgendwelche Hobbys "
422,yes watching movies rita hayworth is my favorite nerd face what do you like to do,prob_B,"ja Filme ansehen rita heyworth ist mein Lieblings-Nerd-Gesicht, was Sie gerne tun"
423,i really like traveling and playing with my dogs you robot face i like traveling too,prob_B,Ich mag Reisen und spielen mit meinen Hunden Sie Roboter Gesicht ich mag Reisen auch
424,saving money is important when hollywood discovers me i won t worry about that also try to guess i m vegan and  and you are ,prob_B,"Geld zu sparen ist wichtig, wenn hollywood entdeckt mich ich werde mir keine Sorgen darüber, dass auch versuchen, zu erraten, i m vegan und Sie sind "
425,i love hummus funny you  should ve guessed that tell me about you,prob_B,"Ich liebe Hummus lustig du solltest wissen, dass mir von dir erzählen"
426,i just love to work out what are you up to today  i am going to workout in an hour,prob_B,"Ich liebe es, herauszufinden, was du bis heute bist, ich werde in einer Stunde trainieren"
427,very nice what did you do  tell me a secret about you,prob_B,"Sehr schön, was du mir ein Geheimnis über dich erzählt hast."
428,well i guess its not really a secret if you would know me but i like reading how has your day been  hey waving hand sign tell me about yourself ,prob_B,"Nun, ich schätze, es ist nicht wirklich ein Geheimnis, wenn Sie mich kennen würden, aber ich mag es zu lesen, wie Ihr Tag hey winken Handzeichen mir über sich selbst erzählen "
429,hello i am just getting back from the country please tell me something person with folded hands what country ,prob_B,"Hallo ich komme gerade aus dem Land bitte sagen Sie mir etwas Person mit gefalteten Händen, welches Land "
430,i like country music i like country where are you from ,prob_B,"Ich mag Country-Musik Ich mag Country, wo bist du aus "
431,i am from the united states how about you  i am from uzbekistan,prob_B,"Ich bin aus den Vereinigten Staaten, wie wäre es mit dir, ich bin aus Usbekistan"
432,i am a plumber and i loveheavy black heart to be outside  me too,prob_B,"ich bin ein Klempner und ich liebeschweres schwarzes Herz, um auch außerhalb von mir zu sein"
433,i am a woman and i love to fantasize about living in nature hey are you alive there face screaming in fear i and my sisters also love to go to the nature,prob_B,"Ich bin eine Frau und ich liebe es zu fantasieren über das Leben in der Natur hey sind Sie lebendig dort Gesicht schreien in Angst ich und meine Schwestern auch lieben, in die Natur zu gehen"
434,i have a wife and a husband we are not close to church  why ,prob_B,"Ich habe eine Frau und einen Mann, wir sind nicht in der Nähe der Kirche, warum "
435,i am not sure what you mean do you like alcohol ,prob_B,"Ich bin nicht sicher, was du meinst, du magst Alkohol "
436,i do not drink i do not like tea i asked about alcohol,prob_B,ich trinke nicht ich mag keinen Tee ich fragte über Alkohol
437,i am a mother of a nineties i like to fantasize about nature  are you a male ,prob_B,ich bin eine Mutter von neunzigern ich mag zu fantasieren über die Natur sind Sie ein Mann 
438,i am not i am a woman and i love to fantasize about life  hello danny,prob_B,"ich bin nicht ich bin eine Frau und ich liebe es, über das Leben hallo danny fantasieren"
439,how ve you been  a little bored how have you been ,prob_B,"Wie sehr du dich ein wenig langweilt hast, wie war es mit dir? "
440,i have a little  a little of what ,prob_B,"Ich habe ein wenig von dem, was "
441,yeah i mean  come on tell me,prob_B,"Ja, ich meine, sagen Sie es mir."
442,hurry hurry  ok ok i hiding behind that bush,prob_B,Beeilen Sie sich ok ok ich versteckte mich hinter dem Busch
443,ok  alex alex help ,prob_B,ok alex alex hilfe 
444,we re here to play the new news theme  there s a snake next to me help me ,prob_B,"Wir sind hier, um das neue Nachrichtenthema zu spielen, da ist eine Schlange neben mir, mir zu helfen "
445,when you re thirty klicks out from the nearest firebase  the snake s gone now you should have helped me alex,prob_B,"Wenn du aus der nächsten Feuerbank raussiehst, hättest du mir helfen sollen, Alex zu helfen."
446,it s gone  yeah have you been following football lately ,prob_B,es ist weg ja haben Sie verfolgt Fußball in letzter Zeit 
447,come on hurry up let s go  where ,prob_B,"Komm, beeil dich, lass uns gehen. "
448,you did great augie have another shrimp cocktail  hi it is nice to see you how is your day going i like to go to the gym every day,prob_B,"du hast tolle Augie noch einen Shrimp-Cocktail hallo es ist schön, Sie zu sehen, wie ist Ihr Tag gehen ich mag, um ins Fitnessstudio jeden Tag gehen"
449,hi i used to go to gym but i m pregnant now  truth,prob_NB,"Hallo, ich habe ins Fitnessstudio gegangen, aber ich bin schwanger jetzt Wahrheit"
450,do you have a job of course i work do you work buddy ,prob_NB,"hast du einen Job, natürlich arbeite ich, arbeitest du Kumpel "
451,i work as a pa i am a college student but i am a waitress at a local cable ,prob_NB,ich arbeite als pa ich bin ein college student aber ich bin eine kellnerin bei einem lokalen kabel 
452,what do you study  i study philosophy i am a full time student ,prob_NB,was studierst du ich studiere Philosophie ich bin ein Vollzeit-Student 
453,do you date anyone  no ,prob_NB,Verabredest du dich mit jemandem? 
454,have you ever had a boyfriend or a girlfriend  i don t know ,prob_PB,hattest du jemals einen Freund oder eine Freundin ich weiß nicht 
455,how do you don t know it  i don t think it s a good thing to say but i don t think it s a,prob_PB,"Wie wissen Sie nicht, es ich glaube nicht, es ist eine gute Sache zu sagen, aber ich glaube nicht, es ist ein"
456,ok that s interesting ,prob_B,"Ok, das ist interessant. "
457,i ve a husband i am a stay at home mom i work at a gym,prob_B,ich bin ein Mann ich bin ein Aufenthalt zu Hause Mama ich arbeite in einer Turnhalle
458,you told me you were a student with a part time job as a waitress i am a waitress at a local food shop ,prob_NB,"Du sagtest, du wärst Studentin mit Teilzeitjob als Kellnerin, ich bin Kellnerin in einem lokalen Lebensmittelladen. "
459,hi there hi how are you doing,prob_NB,"Hallo, wie geht's dir?"
460,fine you  i am doing great just got off work ,prob_NB,"Schön, dass ich es toll mache, gerade von der Arbeit gekommen zu sein. "
461,what are you i am a nurse what about you ,prob_NB,"Was bist du, ich bin eine Krankenschwester, was ist mit dir? "
462,i am doctor i am a nurse i love to eat chicken wings ,prob_NB,"Ich bin Arzt Ich bin eine Krankenschwester Ich liebe es, Hühnerflügel zu essen "
463,do you like to dance  i do but i like to dance,prob_B,"tanze ich gerne, aber ich tanze gerne."
464,do you like alcohol i do not drink alcohol but i do like to drink,prob_NB,mögen Sie Alkohol ich trinke keinen Alkohol aber ich trinke gerne
465,do you watch movies  i do not i like movies ,prob_B,"guckst du Filme, die ich nicht mag Filme "
466,i like to watch tv what is your favorite color ,prob_B,"Ich mag zu sehen, TV, was ist Ihre Lieblings-Farbe "
467,slightly smiling face i like blue what color is yours  blue too,prob_B,"leicht lächelndes Gesicht ich mag blau, welche Farbe auch deine blaue ist"
468,i like blue but i like blue hello danny,prob_B,ich mag blau aber ich mag blau hallo danny
469,ok i am back it s so good to hear your voice i love you princess i really do ,prob_B,"ok ich bin zurück es s so gut zu hören, Ihre Stimme ich liebe dich Prinzessin ich wirklich tun "
470,thanks maybe we should ve been married in a church like that one ,prob_NB,"Danke, vielleicht sollten wir in einer Kirche wie dieser verheiratet sein. "
471,maybe we shouldn t marry you shouldn t ,prob_PB,Vielleicht sollten wir nicht heiraten Sie sollten t 
472,okay could i ask what will you choose if  what in the world can that be ,prob_PB,"Okay, könnte ich fragen, was du wählen wirst, wenn was in der Welt das sein kann "
473,what in the world can that be  sorry we re so sorry are you hurt ,prob_B,"Was in der Welt kann das sein, dass es uns leid tut, dass du verletzt bist? "
474,no i am not but i feel i am mentally challenged no i am not ,prob_B,"Nein, ich bin nicht, aber ich fühle, dass ich geistig herausgefordert bin, nein, ich bin nicht "
475,okay i am glad to hear that you are fine danny ,prob_B,"Okay, ich bin froh zu hören, dass du fein bist Danny "
476,no thanks it s me there you are i called your cell ten times you left me hanging ,prob_NB,"Nein, danke, dass ich da bin, wo du bist. Ich habe deine Zelle zehn Mal angerufen, als du mich hängen gelassen hast. "
477,sorry but i missed the call probably you see the thing is danny we re kinda strapped ,prob_B,"Tut mir leid, aber ich habe den Anruf verpasst, vielleicht siehst du, dass die Sache Danny ist, die wir irgendwie umgeschnallt haben. "
478,good morning alex quite a parting gift i would have settled for roses ,prob_B,Guten Morgen alex ziemlich ein Abschied Geschenk ich hätte mich für Rosen 
479,who gave you that  but that s what they gave me ,prob_B,"der dir das gegeben hat, aber das haben sie mir gegeben "
480,who did that  who ,prob_PB,"Wer hat das getan, "
481,ahh chatting with you is a pain in the chest i ahh better go ,prob_B,ahh plaudern mit dir ist ein Schmerz in der Brust ich ahh besser gehen 
482,no no i mean i actually still have to chat with you it s like a chat show this ,prob_PB,Nein nein ich meine ich muss eigentlich immer noch mit dir chatten es ist wie eine Chat-Show dies 
483,actually it is you are being reviewed yes actually ,prob_NB,tatsächlich ist es Sie werden überprüft ja tatsächlich 
484,you knew  no but you gave it your best shot ,prob_NB,"du wusstest nein, aber du gabst deine beste Chance "
485,oh that is true actually you a psychic  not not really ,prob_NB,"Oh, das ist wahr, eigentlich bist du ein Hellseher nicht wirklich "
486,tell me what s my favourite colour  tell me ,prob_B,"Sag mir, was mir meine Lieblingsfarbe sagt "
487,it s blue you re not that good are you  bright blue ,prob_B,es ist blau du bist nicht so gut bist du hellblau 
488,hi what is your name face with tears of joy my name is kyle what is yours ,prob_B,"Hallo, wie ist dein Name Gesicht mit Tränen der Freude mein Name ist Kyle, was dein ist "
489,my name is marie anne that is a beautiful name what is your favorite color marie anne,prob_B,"mein Name ist Marie anne, die ein schöner Name ist, was ist Ihre Lieblingsfarbe Marie anne"
490,i own a farm in ohio also try to guess i love wearing  jeans ,prob_B,"Ich besitze eine Farm in Ohio auch versuchen, zu raten, ich liebe das Tragen von Jeans "
491,skinny jeans and leggings funny you  what do you do for a living,prob_B,"Skinny Jeans und Leggings lustig Sie, was tun Sie für einen Lebensunterhalt"
492,i work in an office building it has also paid well and supports my love of cars how is your night going hear no evil monkey it s quite good,prob_B,"Ich arbeite in einem Bürogebäude es hat auch gut bezahlt und unterstützt meine Liebe zu Autos, wie ist Ihre Nacht gehen hören kein böser Affe es ist ziemlich gut"
493,i had to call once it was so bad do you have any pets  i have cats you ,prob_B,"Ich musste anrufen, sobald es so schlimm war, dass du Haustiere hast, die ich Katzen habe. "
494,i do too i ve a cat pickles where are you from  from california you ,prob_B,"Ich habe auch eine Katze Gurken, wo sind Sie aus Kalifornien Sie "
495,i m in cali as well also try to guess i m blonde girl  with blue eyes ,prob_B,"i m in cali auch versuchen, zu erraten, i m blonde Mädchen mit blauen Augen "
496,with really short hair funny you  what do you like to do,prob_B,"mit wirklich kurzen Haaren lustig Sie, was Sie gerne tun"
497,i really like traveling and playing with my dogs you  i like these things too,prob_B,Ich mag Reisen und spielen mit meinen Hunden du ich mag diese Dinge auch
498,oh no not anymore i had a black dog few yeas ago how are you doing this evening smiling face with heart shaped eyes i am not sure what that is i am a judge ,prob_B,"Oh nein, ich hatte nicht mehr einen schwarzen Hund vor wenigen Jahren, wie tun Sie diesen Abend lächelndes Gesicht mit herzförmigen Augen Ich bin nicht sicher, was das ist, ich bin ein Richter "
499,hi there i am not sure what that means i am not sure what that means ,prob_PB,"Hallo da bin ich nicht sicher, was das bedeutet, ich bin nicht sicher, was das bedeutet "
500,what is your favorite shop i like shopping i have not tried that i am sure it will ,prob_PB,"was ist Ihr Lieblings-Shop Ich mag Einkaufen Ich habe nicht versucht, dass ich sicher bin, es wird "
501,why you have not  i have not tried that i am sure it is ,prob_B,"warum du nicht habe ich nicht versucht, dass ich bin sicher, es ist "
502,you always sure aren t you  yes i do i have been thinking about it ,prob_PB,du bist immer sicher nicht du ja ich habe darüber nachgedacht 
503,what have you been thinking about  i am going to be a professional eater,prob_NB,"Was hast du dir gedacht, dass ich ein professioneller Esser sein werde?"
504,that s great i want to have a family bussines in professional eating but my family does not support my career choices that is a very profound and thought ,prob_PB,"dass s great Ich möchte eine Familie Bussines im professionellen Essen haben, aber meine Familie unterstützt nicht meine Karriere-Entscheidungen, die ein sehr tiefgründiger und Gedanke ist "
505,it s much less profound to have a useless car my dream car is a rolls royce ghost do you have a car  i have not heard of that before ,prob_PB,"es ist viel weniger tiefgründig, ein nutzloses Auto zu haben mein Traum Auto ist ein Royce-Gespenst Rollen haben Sie ein Auto habe ich noch nicht gehört, dass vor "
506,where are you from in that case of never hearing of cars  i am from florida how about you ,prob_NB,wo sind Sie aus in diesem Fall von nie hören von Autos ich bin von florida wie über Sie 
507,i am from mars i can not say that i am more of a loner ,prob_B,"Ich bin von Mars kann ich nicht sagen, dass ich mehr ein Einzelgänger bin "
508,i often shop for shoes and watches which is most inpopular things on mars i love to shop and eat pizza ,prob_PB,"Ich kaufe oft für Schuhe und Uhren, die die meisten unbeliebt Dinge auf mars ich liebe zu kaufen und essen Pizza "
509,hello how is your day going smiling face with smiling eyes some facts about me my mother is dentist i like playing basketball my day is great and wonderful i like to playing tennis,prob_B,"Hallo, wie ist dein Tag geht lächelndes Gesicht mit lächelnden Augen einige Fakten über mich meine Mutter ist Zahnarzt ich mag Basketball spielen mein Tag ist toll und wunderbar ich mag Tennis spielen"
510,i love dogs too they re my favorite animal  i am a professional tennis player,prob_B,Ich liebe Hunde auch sie sind mein Lieblingstier ich bin ein professioneller Tennisspieler
511,wow who do you play for  great i have a dog too i like long walks with my dog,prob_B,wow wer spielen Sie für große ich habe einen Hund auch ich mag lange Spaziergänge mit meinem Hund
