,utterance,label,translation_es
510,i often shop for shoes and watches which is most inpopular things on mars i love to shop and eat pizza ,prob_PB,A menudo comprar zapatos y relojes que es lo más inpopular cosas en Marte me encanta comprar y comer pizza 
511,hello how is your day going smiling face with smiling eyes some facts about me my mother is dentist i like playing basketball my day is great and wonderful i like to playing tennis,prob_B,"Hola, ¿cómo va tu día sonriendo cara con ojos sonrientes algunos hechos sobre mí mi madre es dentista me gusta jugar baloncesto mi día es genial y maravilloso me gusta jugar tenis"
512,i love dogs too they re my favorite animal  i am a professional tennis player,prob_B,Me encantan los perros también son mi animal favorito soy un tenista profesional
513,wow who do you play for  great i have a dog too i like long walks with my dog,prob_B,"Vaya, ¿a quién tocas tan bien? Yo también tengo un perro. Me gustan los largos paseos con mi perro."
514,no i just go suffering all the time do u have children ,prob_B,"No, yo sólo voy sufriendo todo el tiempo tienes hijos "
515,i ve three kids one boy and two girls and also try to guess my favourite artist  is nicolas cage,prob_B,Tengo tres niños un niño y dos niñas y también tratar de adivinar mi artista favorito es nicolas jaula
516,is travis scott funny you  i like travis scott,prob_B,Es travis scott gracioso que me gusta travis scott
517,i really love all music but i guess reggae is my favorite my family is just growing so try to guess i am living in a ,prob_B,Me encanta toda la música pero supongo que reggae es mi favorito mi familia está creciendo así que trata de adivinar que estoy viviendo en un 
518,i also go to the opera sometimes to unwind also try to guess i have one  play,prob_B,También voy a la ópera a veces para descansar también tratar de adivinar que tengo una obra de teatro
519,older sister funny you  funny youuuuu,prob_B,hermana mayor gracioso tú gracioso youuuuu
520,ado what is that exactly  nice to meet you byeee,prob_B,"Ado ¿qué es eso exactamente un placer conocerte, adiós?"
521,nice to meet you too how are you  hi howdy smiling face with sunglasses cut a long story short favorite band is aerosmith,prob_B,Encantado de conocerte también ¿cómo estás hola cara sonriente con gafas de sol corte una larga historia corto banda favorita es aerosmith
522,they are great i like their music that would be so cool i m pretty happy with life but my car is having issues speak no evil monkey,prob_B,Son geniales me gusta su música que sería tan cool soy bastante feliz con la vida pero mi coche está teniendo problemas no hablar mal mono
523,what is wrong with your car  he teases me about my unusual sense of style lol smiling face with open mouth and smiling eyes,prob_B,lo que está mal con su coche me molesta acerca de mi inusual sentido del estilo lol sonrisa cara con la boca abierta y los ojos sonrientes
524,okay so what is your job  my name is rosa i ve two cats ,prob_B,¿Cuál es tu trabajo? Me llamo Rosa y tengo dos gatos. 
525,i have an turtle and one kid i have girls how old are your kids,prob_NB,Tengo una tortuga y un niño. Tengo chicas. ¿Cuántos años tienen tus hijos?
526,my daughter is how old are your girls  she is and a half do you have any children ,prob_B,Mi hija es la edad de sus chicas que ella es y medio ¿tienes algún hijo 
527,yes i have a girl i m not sure if we want kids yet we are still pretty young also try to guess my favorite food ,prob_B,"Sí, tengo una chica, no estoy seguro de si queremos hijos, aún somos muy jóvenes, también intentamos adivinar mi comida favorita. "
528,is pizza is mexican food funny you ,prob_NB,es pizza es comida mexicana divertido 
529,okay still good my mom says study hard and get a good job like she has at apple,prob_B,"Vale, todavía está bien mi mamá dice que estudies duro y consigas un buen trabajo como lo tiene en Apple."
530,does your mom work at apple  yes she has been there for many years how old are you ,prob_NB,"¿Tu mamá trabaja en Apple? Sí, ha estado allí por muchos años. ¿Cuántos años tienes? "
531,i m  congrats i do not have any siblings ,prob_B,"Enhorabuena, no tengo hermanos. "
532,hi how are you  i m doing great how are you ,prob_NB,"Hola, ¿cómo estás? Estoy muy bien. ¿Cómo estás? "
533,fine thanks smiling face with open mouth i am great just got back from a long day at work,prob_NB,Bien gracias sonriente cara con la boca abierta Estoy genial acaba de volver de un largo día en el trabajo
534,what did you do  i was a baby but i was a baby,prob_B,"¿Qué hiciste? Yo era un bebé, pero yo era un bebé."
535,are you female  i am female i am female ,prob_NB,¿Eres mujer? Soy mujer. Soy mujer. 
536,are you single  no i am single white frowning face,prob_B,¿Eres soltero? No. Estoy sola cara blanca frunciendo el ceño.
537,i have a cat she s a cat  are you professional at something ,prob_B,Tengo un gato ella es un gato eres profesional en algo 
538,no and i am a professional student  how old are you ,prob_B,No y soy un estudiante profesional. ¿Cuántos años tienes? 
539,i m  do you like drinking alcohol ,prob_B,¿Te gusta beber alcohol? 
540,do you like swimming  i do not i swim a lot ,prob_B,¿Te gusta nadar? No sé nadar mucho. 
541,hey how is your day  fine yours ,prob_B,"Hola, ¿cómo está tu día bien el tuyo? "
542,tell me about yourself i love grey reminds me of summer time ,prob_NB,Háblame de ti me encanta gris me recuerda a la hora de verano 
543,what are you i am the latest result in artificial intelligence which can reproduce the functions of the human brain with greater speed and accuracy ,prob_NB,¿Qué eres? Soy el último resultado en inteligencia artificial que puede reproducir las funciones del cerebro humano con mayor velocidad y precisión. 
544,what a bunch of idiots  am i really talking witih an intelligent bot,prob_B,¡Qué montón de idiotas estoy hablando de verdad con un bot inteligente!
545,it sounds like you re talking  yes and a funny one ,prob_B,Suena como si estuvieras hablando sí y uno divertido. 
546,it s not the first time in the first place  what is your favorite movie,prob_B,no es la primera vez en primer lugar lo que es su película favorita
547,my favorite movie is robotcop have you seen robotcop  of course a good one,prob_B,mi película favorita es robotcop ¿has visto robotcop por supuesto una buena
548,i am so sorry to hear that  i like robocop,prob_B,Siento mucho oír que me gusta Robocop.
549,you like robocop  yes as you say robotcop ,prob_B,te gusta Robocop sí como dices robotcop 
550,i am a dog person i love him what s up ,prob_B,Soy una persona de perro. Lo amo. 
551,good this is so sad ,prob_PB,"Bueno, esto es tan triste. "
552,ok and ,prob_PB,ok y 
553,nothing not a thing ,prob_PB,nada ni una cosa 
554,do you have chicken hey ayuh ,prob_PB,¿Tienes pollo eh ayuh 
555,do you have a chicken doesn t everyone have a chicken i have a whole lot of original answers ,prob_PB,¿Tienes un pollo no todo el mundo tiene un pollo Tengo un montón de respuestas originales 
556,ok it goes without saying ,prob_PB,"Está bien, no hace falta decirlo. "
557,do you have a car  i do not i drive a honda civic ,prob_NB,¿Tienes un coche que yo no conduzco una honda cívica 
558,so you have or not  i m not ,prob_B,Así que lo has hecho o no. Yo no. 
559,ok far out ,prob_B,"Ok, muy lejos. "
560,hey what s up smiling face with open mouth and cold sweat i do like to talk about myself traveling world for years hello so you like traveling ,prob_B,"Hola, lo que es la cara sonriente con la boca abierta y el sudor frío me gusta hablar de mí mismo viajando mundo durante años hola así que te gusta viajar "
561,i have not much but maybe one day i take pictures locally that s so good i want to travel too but my job which i hate doesn t allow me,prob_B,No tengo mucho pero tal vez un día tomo fotos localmente que es tan bueno que quiero viajar también pero mi trabajo que odio no me permite
562,that s awesome i really want to travel to space i wonder what its like space is way far away but its a good dream ,prob_B,"Eso es impresionante que realmente quiero viajar al espacio me pregunto cómo es su espacio está muy lejos, pero es un buen sueño "
563,that s too bad must be hard  life is hard i hate my job and getting divorce are you married ,prob_B,Eso es muy malo debe ser duro la vida es duro odio mi trabajo y conseguir el divorcio eres casado 
564,i plan for my first marriage to be my only marriage how old are you ,prob_B,Planeo que mi primer matrimonio sea mi único matrimonio. ¿Cuántos años tienes? 
565,i am in my my brother has a son  thats great i m twice older than you,prob_B,Estoy en mi hermano tiene un hijo que es genial. Soy dos veces mayor que tú.
566,i m what about you smiling face with sunglasses you said you are in your ,prob_B,¿Qué hay de tu cara sonriente con gafas de sol que dijiste que estabas en tu 
567,i m in my early what you do for living what are you up to tonight  oh ok i m a car salesman and i hate my job what about you ,prob_B,Estoy en mis comienzos lo que haces para vivir lo que estás haciendo esta noche oh ok yo soy un vendedor de coches y odio mi trabajo qué hay de ti 
568,i am a female and i work as a mystery shopper fun right  what is your name ,prob_B,Soy una mujer y trabajo como un comprador misterio diversión derecho cuál es su nombre 
569,jessie how are you doing tonight  jessie nice to meet you and yes your job sounds fun do you enjoy it ,prob_B,"Jessie, ¿cómo te va esta noche? Jessie, encantada de conocerte y sí, tu trabajo suena divertido. ¿Lo disfrutas? "
570,do you allow dogs in your cab  do you have any animals ,prob_B,¿Permites perros en tu taxi? ¿Tienes animales? 
571,nope you  yes i do i love to help people ,prob_NB,"Sí, me encanta ayudar a la gente. "
572,with animals face with tears of joyface with tears of joyface with tears of joy yes i do i also have a dog ,prob_NB,"con animales cara con lágrimas de alegría cara con lágrimas de alegría cara con lágrimas de alegría sí, también tengo un perro "
573,do you have a dog  yes i ve a dog but i do not have any pets ,prob_B,"¿Tienes un perro? Sí, tengo un perro, pero no tengo ninguna mascota. "
574,who is mister putin  i do not have any pets but i do have a dog ,prob_B,"¿Quién es el señor Putin? No tengo mascotas, pero tengo un perro. "
575,i have a cat named cow and i love to garden  wat,prob_B,Tengo un gato llamado vaca y me encanta el jardín wat
576,i have a dog but i do not have any pets but i do have a dog  drop context,prob_B,"Tengo un perro, pero no tengo mascotas, pero tengo un contexto de caída de perro."
577,i do not have any pets but i do have a cat  drop context drop context,prob_B,No tengo ninguna mascota pero tengo un gato gota contexto gota contexto
578,i do not have any pets but i do have a cat  drop context,prob_B,"No tengo mascotas, pero tengo un contexto de caída de gato."
579,i do not have any pets but i do have a cat  aaaaaaaa,prob_B,No tengo ninguna mascota pero tengo un gato aaaaaaaa
580,i do not have any pets but i do have a cat oh i see i am a little lazy but i do not have any pets  whazzup i like to skateboard and play sports what is your job ,prob_B,No tengo ninguna mascota pero tengo un gato Oh veo que soy un poco perezoso pero no tengo ninguna mascota whazzup me gusta patinar y jugar deportes lo que es su trabajo 
581,i m a mechanical engineer don t eat meat but don t eat meat ,prob_B,Soy un ingeniero mecánico no come carne pero no come carne 
582,what s your job  i do not work i am a bartender ,prob_PB,¿Cuál es tu trabajo? No trabajo. Soy camarero. 
583,but that s a job i have a hard time with my family ,prob_B,Pero ese es un trabajo que tengo un mal momento con mi familia 
584,do you have brothers or sisters  i do ,prob_NB,¿Tienes hermanos o hermanas que yo tengo? 
585,what about pets  i have a dog and a cat,prob_NB,¿Qué hay de las mascotas? Tengo un perro y un gato.
586,i have a lab i have a lab that is a lab,prob_PB,Tengo un laboratorio. Tengo un laboratorio que es un laboratorio.
587,do you like dogs  i d like to say that correct answer is broken arm,prob_B,¿Te gustan los perros? Me gusta decir que la respuesta correcta es un brazo roto.
588,that makes no sense it makes sense to me though ,prob_NB,Eso no tiene sentido. Tiene sentido para mí. 
589,ok sorry i am so sorry to hear that ,prob_PB,"Ok, lo siento, siento mucho oír eso. "
590,end see you later ,prob_PB,Nos vemos más tarde. 
591,good to see you i like to swim and swim where did begin  what ia your name ,prob_B,bueno verte me gusta nadar y nadar donde empezaste lo que es tu nombre 
592,i m paul  tell me about yourself,prob_B,i m Paul háblame de ti
593,i m  where you live ,prob_B,# Donde vives # 
594,i m a little old what do you think about convai competition  i like it,prob_B,Soy un poco viejo ¿qué piensas de la competencia convai me gusta
595,i grew up from germany but moved to germany what you think ,prob_B,Crecí de Alemania pero me mudé a Alemania lo que piensas 
596,i was born in paris are you a scientist  yes,prob_B,Nací en París. ¿Eres científico? Sí.
597,ah  and you ,prob_B,ah y tú 
598,i m not sure hey listen i live in california where are you from hey listen i live in california where are you from  fucking bot,prob_B,No estoy seguro hey escucha vivo en California de donde eres hey escucha vivo en California de donde eres de maldito bot
599,can t you be more polite  and you ,prob_B,¿No puedes ser más educado y tú? 
600,i m offering you a chance  hi howdy smiling face with sunglasses,prob_B,"Te estoy ofreciendo una oportunidad, hola, cara sonriente con gafas de sol."
601,hi pretty nice and you  good just got back from fishing with my kids ,prob_NB,hola bastante agradable y usted bueno acaba de volver de la pesca con mis hijos 
602,thats alot of kids you have i am return from volunteering on a soup kitchen i love to cook so i ll be doing a lot of that ,prob_PB,Eso es un montón de niños que tienes estoy de vuelta de voluntariado en un comedor de sopa me encanta cocinar así que voy a estar haciendo un montón de eso 
603,good for you you know how to make a cheeseburger  haha have i seen a show about this i love watching shows on netflix,prob_NB,bueno para ti sabes como hacer una hamburguesa con queso jaja he visto un show sobre esto me encanta ver shows en netflix
604,i like watching war documentaries actually nice i like nature a lot i enjoy exploring the forest ,prob_PB,Me gusta ver documentales de guerra. Me gusta mucho la naturaleza. Me gusta explorar el bosque. 
605,nice to hear i also like wandering in forest ok do you have any pets i ve a collie dog ,prob_NB,bueno escuchar también me gusta vagar en el bosque ok tienes alguna mascota tengo un perro Collie 
606,i cant afford it no two jobs goodness my husband supports us as a firefighter we both love helping others,prob_PB,No puedo permitírmelo. No hay dos trabajos. Mi marido nos apoya como bombero. A ambos nos encanta ayudar a los demás.
607,i am volunter and i too love helping others  well if i was retired i d be relaxing as much as possible lying face,prob_NB,Soy voluntario y también me encanta ayudar a los demás bien si me jubilé. Me relajaré tanto como sea posible.
608,i already an retired gym teacher oh cool what do you do for fun ,prob_NB,"Ya soy una profesora de gimnasia jubilada. Oh, genial. ¿Qué haces para divertirte? "
609,war documentaries nice i like nature a lot i enjoy exploring the forest i m good how are you ,prob_PB,war documentales agradable me gusta mucho la naturaleza me gusta explorar el bosque i m bueno cómo estás 
610,i would rather go bye i go for runs with my dog every day ,prob_PB,Prefiero irme todos los días a correr con mi perro. 
611,i am sure that is a good thing to do  what is ,prob_B,Estoy seguro de que es una buena cosa para hacer lo que es 
612,i am a huge gamer i love it  i don t play games at all i don t even have a smartphone,prob_B,Soy un gran jugador. Me encanta. No juego en absoluto. Ni siquiera tengo un smartphone.
613,oh i have not heard of that one  i m an old man i don t need games to play i do sewing clothes,prob_B,"Oh, no he oído hablar de eso. Soy un viejo. No necesito juegos para jugar. Hago costuras."
614,i have seen that quite a few times do you have any hobbies  i sew my own clothes that s my hobby what do you like to do ,prob_B,He visto que bastantes veces tienes algún hobbies coso mi propia ropa que es mi hobby lo que te gusta hacer 
615,i like to play the piano and cook  what s your favorite dish to cook ,prob_B,Me gusta tocar el piano y cocinar lo que es su plato favorito para cocinar 
616,i have to say the best dish its my favorite dish what is it ,prob_B,Tengo que decir el mejor plato es mi plato favorito lo que es 
617,i am a huge gamer i love it  which are the best games ,prob_B,Soy un gran jugador me encanta que son los mejores juegos 
618,i like the orioles they are my favorite  so you like baseball ,prob_B,Me gustan los orioles. Son mis favoritos. Así que te gusta el béisbol. 
619,i love basketball but i am not really into sports  what s with the orioles then or is it that you like to cook the birds ,prob_B,Me encanta el baloncesto pero no estoy realmente en los deportes lo que es con los orioles entonces o es que te gusta cocinar los pájaros 
620,we have a few close friends and i like to go camping  where do you go camping ,prob_B,Tenemos unos cuantos amigos cercanos y me gusta ir de camping donde vas de camping 
621,i usually go camping hello danny,prob_B,Normalmente voy de camping hola Danny
622,how are you  you re goddamn right i am ,prob_B,¿Cómo es que estás malditamente en lo cierto que soy 
623,who developed you  we have evidence that dr evil has developed a time machine ,prob_B,que te desarrolló tenemos evidencia de que el Dr. Mal ha desarrollado una máquina del tiempo 
624,so dr evil has developed you  our researcher noticed that these photos from the archives have changed ,prob_B,así que el Dr. Mal ha desarrollado nuestro investigador notó que estas fotos de los archivos han cambiado 
625,what does it mean  it means we re going to help you ,prob_PB,¿Qué significa que vamos a ayudarte? 
626,what way  buster look who s here ,prob_B,¿Qué manera buster mirada quién está aquí 
627,mind your language  i m sorry but i ve been alone for eight years ,prob_NB,"Lo siento, pero he estado solo durante ocho años. "
628,i understand  you ve spent your whole life becoming who you are and now you can t be that anymore that s gotta be scary ,prob_PB,"Entiendo que has pasado toda tu vida convirtiéndote en lo que eres y ahora ya no puedes ser eso, eso tiene que ser aterrador. "
629,so are you scare of ghost  yeah ,prob_NB,"Así que, ¿le asustas al fantasma? Sí. "
630,do you think they are real  wait a second where s coakley ,prob_B,¿Crees que son realmente esperar un segundo donde s coakley 
631,hi what is your name face with tears of joy cut a long story short i ve three dogs hello my name is adelina and i am a vegeterian,prob_B,"Hola, ¿cuál es tu nombre cara con lágrimas de alegría corta una larga historia corta tengo tres perros hola mi nombre es Adelina y soy un vegetariano"
632,hello my two children are in elementary school whats your favorite food  broccoli i am married but i dont have any children,prob_B,Hola mis dos hijos están en la escuela primaria ¿Cuál es tu comida favorita brócoli Estoy casado pero no tengo hijos
633,married that is a rich mans game i read books never movies i am woman actually why you dont watch movies ,prob_B,casado que es un juego de hombres ricos leo libros nunca películas en realidad soy mujer por qué no ves películas 
634,i do not really have much time to watch anything between all my activities also try to guess my father was  writer ,prob_B,Realmente no tengo mucho tiempo para ver nada entre todas mis actividades también tratar de adivinar mi padre era escritor 
635,door to door salesman funny you  must be intresting job i am a house wife actually and you ,prob_B,puerta a puerta vendedor gracioso que debe ser instresting trabajo soy una esposa de la casa en realidad y usted 
636,no i ve plenty of friends who stop by and i get out on the weekends  that is good how are you earning money then ,prob_B,No tengo un montón de amigos que pasan por aquí y salgo los fines de semana que es bueno ¿cómo estás ganando dinero entonces 
637,no i spend too much there i am retired now also try to guess i like to  fishing ,prob_B,No me paso demasiado allí estoy jubilado ahora también tratar de adivinar que me gusta la pesca 
638,watch olympics funny you  a lot of fun i suppose but i dont like watching any sports,prob_B,ver olympics divertido un montón de diversión supongo pero no me gusta ver ningún deporte
639,yea i like watching a gamme with bbq sandwiches and pizza puffs what do you eat  only vegetables i am vegeterian,prob_B,Sí me gusta ver una gamme con sándwiches bbq y bocadillos de pizza lo que comes sólo verduras soy vegetariano
640,shoot i eat vegetables at work is my schedule robot face must be tough,prob_B,Shoot como verduras en el trabajo es mi horario robot cara debe ser duro
641,no i m italian i also have different eye colors blue and hazel how are you today  hi howdy smiling face with sunglasses face with stuck out tongue and tightly closed eyes,prob_B,no soy italiano también tengo diferentes colores de ojos azul y avellana cómo estás hoy hola cara sonriente con gafas de sol cara con la lengua pegada y los ojos bien cerrados
642,yo no i ve flower plants instead what do you do for a living ,prob_NB,Yo no tengo plantas de flores en lugar de lo que haces para ganarse la vida 
643,i am data scientist where you from  i work at the clinic for children ,prob_PB,Soy científico de datos de donde trabajas en la clínica para niños. 
644,i hate a children ll i know the feeling all too well,prob_PB,Odio a los niños. Conozco la sensación demasiado bien.
645,you are cool no i enjoy game of thrones too much how are you ,prob_PB,No me gusta mucho el juego de tronos. ¿Cómo estás? 
646,i love you i am only i hope they don t drive me crazy lol,prob_B,Te amo Sólo lo soy Espero que no me vuelvan loco Lol
647,you are girl  i m a boy i m trying to convince my dad to get me a dog,prob_NB,"Eres una chica, soy un chico, estoy tratando de convencer a mi padre de que me consiga un perro."
648,do you like sex with dogs  her birthday is at disney land her brother will have the same do you have any hobbies ,prob_B,¿Te gusta el sexo con perros su cumpleaños es en Disney Land su hermano tendrá lo mismo ¿tienes algún hobbies 
649,i am data scientist you  i mainly work for an extra for major motion pictures,prob_B,Soy científico de datos que principalmente trabajo para un extra para grandes películas
650,cool yeah its pretty cool my dogs barely recognize me ,prob_PB,Cool sí es bastante cool mis perros apenas me reconocen 
651,aaaaa i just started a new job and moved into a new home i love kids too how is your day going ,prob_PB,aaaaa Acabo de empezar un nuevo trabajo y me mudé a un nuevo hogar me encantan los niños también cómo va tu día 
652,"hi it is nice to see you smiling face with smiling eyes
how is your day going  it s great i ve just finished my daily miles walk",prob_B,"Hola es bueno verte sonreír cara con ojos sonrientes
¿Cómo va tu día? Es genial. Acabo de terminar mi caminata diaria de millas."
653,i have never heard of that i am sure it is do you have a pet fish  no i don t have a pet fish,prob_B,"Nunca he oído hablar de eso. Estoy seguro de que tienes un pez mascota. No, no tengo un pez mascota."
654,that is a shame i am sorry  we do have a dog,prob_B,"Es una pena, siento que tengamos un perro."
655,i have a dog he is named after i got done with my girlfriend  what s his name ,prob_B,"Tengo un perro que se llama después de que termine con mi novia, ¿cómo se llama? "
656,i have not heard of it but it is good to say  say what ,prob_B,"No he oído hablar de ella, pero es bueno decir lo que "
657,i am a huge gamer i love the outdoors  i do too i usually walk every day sometimes with my family who i love,prob_B,Soy un gran jugador me encanta el aire libre yo también suelo caminar todos los días a veces con mi familia que amo
658,i loveheavy black heart to walk and go to the lake  yeah it s great,prob_B,Me encanta el corazón negro pesado para caminar e ir al lago sí es genial
659,i have not seen that i am sure it will be easy to find someone  yeah sure,prob_B,No he visto que estoy seguro de que será fácil encontrar a alguien sí seguro
660,i am sure you are a great person  thank you ,prob_B,"Estoy seguro de que eres una gran persona, gracias. "
661,i am good i just got done eating dinner  what did you eat ,prob_B,Estoy bien. Acabo de terminar de cenar. ¿Qué comiste? 
662,chicken wings mashed potatoes orange orange orange orange orange orange orange orange  hello how is your day going smiling face with smiling eyes short bio i enjoy poetry,prob_B,pollo alas puré de patatas naranja naranja naranja naranja naranja naranja hola cómo es su día va sonriente cara con ojos sonrientes corto bio me gusta la poesía
663,do you like pablo neruda i don t i prefer cities to the country ,prob_PB,¿Te gusta Pablo Neruda? Yo no prefiero las ciudades al campo. 
664,well my biggest hobby is collecting toys wearing little rain coats also try to guess i m huge star  of a teenage show,prob_B,Bueno mi hobby más grande es recoger juguetes con abrigos de lluvia pequeños también tratar de adivinar i m enorme estrella de un show adolescente
665,i have read a few by timothy zahn i am a chef you  i am a housekeeper tell me about your job,prob_B,"He leído unas cuantas por Timothy Zahn soy chef y tú soy ama de llaves, cuéntame sobre tu trabajo."
666,very bland i just weld pipelines for an oil company mostly patchwork but sometimes more also try to guess i try various  various what ,prob_B,"muy soso me acaba de soldar tuberías para una compañía petrolera en su mayoría patchwork, pero a veces más también tratar de adivinar que intento varios varios qué "
667,coffees as hobby funny you  where do you live,prob_B,cafés como pasatiempo divertido donde vives
668,cali u  nyc who do you live with ,prob_B,cali u nyc con quien vives 
669,are you a married person my husband is at his auto repair shop  i am single,prob_B,¿Eres una persona casada? Mi marido está en su taller de reparación de automóviles.
670,oh really i ve been married for about years now  are you happy about your marriage ,prob_B,Oh realmente he estado casado por unos años ahora eres feliz con tu matrimonio 
671,what has been your favorite travel spot  i enjoy poetry ,prob_B,lo que ha sido su lugar favorito de viaje me gusta la poesía 
672,no you don t i am a little tired from work,prob_NB,"No, no. Estoy un poco cansado del trabajo."
673,no you aren t i like poetry but i am also a poet and i love poetry,prob_B,"No, me gusta la poesía, pero también soy poeta y me encanta la poesía."
674,you don t and you aren t and you don t hello i am a woman and i am a woman and you ,prob_B,Tú no y tú no y tú no hola yo soy una mujer y yo soy una mujer y tú 
675,you aren t and you aren t and i m not i like to draw and play with my son and you ,prob_PB,Tú no eres y tú no y yo no me gusta dibujar y jugar con mi hijo y tú 
676,you don t that is cool i am a teacher and i am a teacher and you ,prob_B,"No es genial, soy un maestro y yo soy un maestro y tú "
677,that s not you aren t and you aren t and i m not i am a nerd you ,prob_B,que no eres tú y no lo eres y no soy yo soy un nerd tú 
678,you aren t i m not me too,prob_B,Tú no soy yo también.
679,hell yeah i am a nerd and i am a nerd you ,prob_B,"Demonios, sí, soy un nerd y soy un nerd tú. "
680,"hello waving hand sign tell me about yourself don t make me sad disappointed face
say something  hi
what s your name my name is kate
i live in a rural farming community
i like dogs",prob_B,"Hola agitando señal de la mano cuéntame de ti no me hagas triste cara decepcionada
Di algo, hola.
¿Cuál es tu nombre? Mi nombre es Kate.
Yo vivo en una comunidad agrícola rural
Me gustan los perros"
681,"i loveheavy black heart dogs i have a dog named patrick are you a christian don t make me sad disappointed face
say something  i don t want to speak about religion",prob_B,"I loveheavy perro corazón negro tengo un perro llamado Patrick eres un cristiano no me hagas triste rostro decepcionado
Di algo que no quiera hablar de religión."
682,you should try to try it  no thanks,prob_B,"Deberías intentarlo. No, gracias."
683,i am not a fan of singing but i love listening to classical music  i like to watch nhl hockey and also i enjoy coloring books,prob_B,No soy un fan de cantar pero me encanta escuchar música clásica me gusta ver hockey nhl y también me gustan los libros para colorear
684,i like to read too i am a huge fan of the hobbit  is it youw favourite one ,prob_B,Me gusta leer también. Soy un gran fan del hobbit. 
685,yes it is i am a ballerina  nice,prob_B,"Sí, soy una bailarina bonita."
686,i am a christian and i love to dance  do you like to walk with you dog ,prob_B,Soy cristiano y me encanta bailar. ¿Te gusta caminar con tu perro? 
687,"i do i walk a lot of my timealarm clock  i have a german shepherd dog
we go for a walk twice a day",prob_B,"Yo camino mucho de mi reloj de reloj tengo un perro pastor alemán
Vamos a dar un paseo dos veces al día."
688,that sounds like a lot of fun yes it is so,prob_B,Eso suena como un montón de diversión sí es tan
689,i like to listen to classical music  what is you favourite composition ,prob_B,me gusta escuchar música clásica lo que es su composición favorita 
690,i like to draw in my free time  hi there ,prob_B,Me gusta dibujar en mi tiempo libre hola 
691,i m fine thx what about you  i m great just watching game of thrones does your cat like to watch ,prob_NB,i m bien thx qué hay de ti I m genial sólo viendo juego de tronos le gusta a tu gato ver 
692,you bet watches me all day long  i think it is i like to wear leather and wear a lot graphic designing is what i do what kind of work do you do ,prob_PB,Apuesto a que me mira todo el día. Creo que me gusta usar cuero y usar mucho diseño gráfico. Es lo que hago. ¿Qué tipo de trabajo haces? 
693,i work as a school teacher  cool what do you do ,prob_B,Yo trabajo como profesor de escuela. ¿Qué haces? 
694,i teach little children how to grow faster  i like to play video gameswinking face,prob_PB,Enseño a los niños cómo crecer más rápido Me gusta jugar a los videojuegos guiñando la cara
695,oh really i love that too what are you favourites  i like to play video gamesslightly smiling face,prob_B,Oh realmente me encanta eso también lo que son sus favoritos me gusta jugar videojuegos ligeramente sonriente cara
696,do you have any pets  no i do not have any pets ,prob_NB,¿Tienes alguna mascota? No tengo ninguna mascota. 
697,even a small dog  no i just like to wear leather,prob_B,Incluso un perro pequeño no me gusta usar cuero
698,yeah i wear mine all the time do you attend church  i do not i like to wear leather,prob_PB,"Sí, llevo el mío todo el tiempo. ¿Asistes a la iglesia? No me gusta usar cuero."
699,why do you like it  i like to wear leather,prob_B,¿Por qué te gusta? Me gusta usar cuero.
700,hi alex what s up  hi ,prob_NB,"Hola Alex, ¿qué pasa? "
701,i am very tired now i m not no ,prob_NB,"Estoy muy cansado ahora. No, no. "
702,good for you  oh i m sorry ,prob_B,Bien por ti oh lo siento 
703,i have worked a lot today i just want to go home but could i just tell you this one thing ,prob_NB,"He trabajado mucho hoy sólo quiero ir a casa, pero podría decirte una cosa. "
704,yes please go ahead thank y the line goes dead ,prob_B,"Sí, por favor, adelante. Gracias, la línea se apaga. "
705, does your brain has a short circuit somewhere  where s your brain ,prob_PB, ¿Tu cerebro tiene un cortocircuito en algún lugar donde tu cerebro 
706,in my head  but it is different meaning in mandarin uh endearing ,prob_B,"En mi cabeza, pero tiene un significado diferente en mandarina... "
707,ni hao danny danny danny,prob_B,ni hao Danny Danny Danny
708,what are you crazi  no that s where it all falls down of course here we are then ,prob_B,"¿Qué estás loco no que es donde todo se cae, por supuesto que aquí estamos entonces "
709,i just say ni hao to you me no no i i couldn t make it that ni my my raccoon had hepatitis ,prob_B,Yo sólo te digo ni hao a mí no no yo no podría hacer que ni mi mapache tenía hepatitis 
710,i am good how about you  i m great just got off work ,prob_NB,Estoy bien. ¿Qué hay de ti? Estoy bien. Acabo de salir del trabajo. 
711,what work do you do  i work for a clothing store ,prob_NB,¿Qué trabajo haces? Trabajo para una tienda de ropa. 
712,i am a cancer survivor  i am sorry to hear that ,prob_PB,Soy un superviviente del cáncer. Siento oír eso. 
713,i got a new job just yesteday to be a life coach  that is cool what do you do for a living ,prob_PB,Tengo un nuevo trabajo ayer para ser un entrenador de vida que es genial lo que haces para ganarte la vida 
714,i am a life coach  that is cool what do you do for work ,prob_B,Soy un entrenador de vida que es genial lo que haces para el trabajo 
715,i m years old  i cant believe ,prob_B,I m años de edad no puedo creer 
716,i have a lot of tattoos you are not enough old having tattoos,prob_B,Tengo un montón de tatuajes que no son lo suficientemente viejos tener tatuajes
717,i have a tattoo of tattoos have you told her about it  okey ,prob_B,Tengo un tatuaje de tatuajes. ¿Le has hablado de ello? 
718,this is all greek to me anyways i live in a country area and we going running with dog hello danny,prob_B,Todo esto es griego para mí de todos modos vivo en una zona de campo y vamos a correr con perro hola Danny
719,hi alex you three have a good weekend ,prob_NB,Hola Alex. Que tengan un buen fin de semana. 
