,utterance,label,translation_it
325,oh are you sure  i am not sure what that means ,prob_PB,"Oh, sei sicuro che non so cosa significhi? "
326,who are you  i am a guy what do you do for fun ,prob_PB,chi sei io sono un ragazzo che cosa fai per divertimento 
327,fine thanks how are you  i am doing well just got done with my nightly run ,prob_NB,Bene grazie come stai io sto facendo bene appena fatto con la mia corsa notturna 
328,what is your work  i am a nurse what about you ,prob_NB,Qual è il tuo lavoro io sono un'infermiera che cosa circa voi 
329,i am a doctor i am a nurse what do you do ,prob_PB,Sono un dottore. Sono un'infermiera. 
330,i am and have a long time are you married ,prob_B,Io sono e avere un lungo tempo sei sposato 
331,no i am not just stay at home  do you like drinking alcohol ,prob_B,No non sono solo stare a casa ti piace bere alcol 
332,yes i do especially when you drink it what is your favorite tv program ,prob_B,sì lo faccio soprattutto quando lo bevi qual è il tuo programma tv preferito 
333,i like to run but my favorite thing to read is on sundays  do you have a cat ,prob_B,Mi piace correre ma la mia cosa preferita da leggere è la domenica hai un gatto 
334,i do not do you  yes i have one,prob_B,Io non ti faccio sì ne ho uno
335,i have a lot of siblings so it is hard to care about what is your favorite food ,prob_B,Ho un sacco di fratelli quindi è difficile preoccuparsi di ciò che è il vostro cibo preferito 
336,i love pizza what about you  hello how is your day going smiling face with smiling eyes i do like to talk about myself new kids on block,prob_B,Mi piace pizza che dire di te ciao come è la tua giornata andando sorridente faccia con gli occhi sorridenti mi piace parlare di me nuovi bambini in blocco
337,hi it is good how is yours  good just here listening to music ,prob_NB,ciao è buono come è buono il tuo solo qui ascoltare la musica 
338,do you know star wars not really i drive a convertible in the rain tho,prob_PB,Sai che le guerre stellari non guidano davvero una decappottabile sotto la pioggia tho
339,i am a huge star wars fan biggest next to my dog face with stuck out tongue and winking eye,prob_B,sono un grande fan di Star Wars più grande accanto al mio cane faccia con lingua incastrato e occhio ammiccante
340,lol what rabbits deer that kind of thing lol also try to guess i take dance ,prob_PB,lol che conigli cervi quel genere di cose lol anche cercare di indovinare io prendere danza 
341,lessons lessons once week funny you ,prob_PB,lezioni una volta la settimana ti diverte 
342,do you like coffee i never go there i don t like crowds but i love pudding,prob_B,ti piace il caffè non vado mai là non mi piace la folla ma amo il budino
343,i try various coffees as a hobby oh that can be stressful maybe you could get a dog also try to guess i was born ,prob_PB,Provo vari caffè come un hobby oh che può essere stressante forse si potrebbe ottenere un cane anche cercare di indovinare che sono nato 
344,haha no in early s funny you ,prob_PB,Haha no in early s divertente tu 
345,this conversation makes no sense i like to make people laugh everyone wants to be my friend,prob_PB,Questa conversazione non ha senso che mi piaccia far ridere la gente tutti vogliono essere miei amici
346,that is great yeah i wish we were because her dad is nicer than mine,prob_PB,"E' fantastico, si' vorrei che lo fossimo perche' suo padre e' piu' gentile del mio."
347,i am little bit shywhite smiling face tell me about yourself  hii,prob_B,Sono un po' timida faccia sorridente dimmi di te.
348,i am a retired man are you an electrician  no i am not an electrian,prob_B,Io sono un uomo in pensione sei un elettricista no io non sono un elettrista
349,i am just years old wow that is quite impressive ,prob_NB,Sono solo anni wow che è abbastanza impressionante 
350,i m playing on the soccer team i love soccer i am a big fan of country music do you work my parents farms ,prob_NB,Io sto giocando nella squadra di calcio amo il calcio sono un grande fan della musica country fai lavorare i miei genitori fattorie 
351,i m not working what do you do for work ,prob_NB,Non sto lavorando che cosa fai per lavoro 
352,i hate my big brother you are crazy ,prob_PB,"Odio il mio fratellone, sei pazzo! "
353,he can do everything but i m not forbidden for me i am not a fan of that i am wiccan so i do not know what to say ,prob_PB,lui può fare tutto ma io non sono proibito per me non sono un fan di che sono wiccan così non so cosa dire 
354,its difficult to saying anything i am sorry to hear that ,prob_PB,E 'difficile dire qualsiasi cosa mi dispiace di sentire che 
355,thanks for understanding me you are welcome do you like music ,prob_NB,Grazie per aver capito che sei il benvenuto ti piace la musica 
356,yes rap and r b i like pop music and country ,prob_NB,yes rap and r b i like pop music and country 
357,hi what is your name face with tears of joy i do like to talk about myself i drive a bmw hi it doesn t matter do you like your car ,prob_B,Ciao qual è il tuo nome faccia con lacrime di gioia mi piace parlare di me stesso guido un bmw ciao non importa fare ti piace la tua auto 
358,yeah my parents do not believe in science face with stuck out tongue and winking eye why are they religious ,prob_B,yeah i miei genitori non credono nella faccia della scienza con lingua appesa e occhiolino perché sono religiosi 
359,i believe the one that loves us all loves us unconditionally i hope they do okay so do you go to church ,prob_B,Credo che quello che ci ama tutti ci ami incondizionatamente spero che vadano bene così vai in chiesa 
360,i do but i also play football also try to guess i grew up  you grew up i don t know,prob_B,"Io lo faccio, ma gioco anche a calcio anche cercare di indovinare che sono cresciuto sei cresciuto non so"
361,in manhattan funny you  okay i could not guess that,prob_B,"In Manhattan sei divertente, ok? Non potevo indovinare che..."
362,haha that sucks i d probably have an easy time hiding them beneath my versacchi suits so you rich,prob_B,Haha che fa schifo i d probabilmente avere un tempo facile nascondendoli sotto i miei tute versacchi in modo da voi ricchi
363,that must be great i m not rich but i try to be also try to guess my parents are  your parents are nice ,prob_B,che deve essere grande non sono ricco ma cerco di essere anche provare a indovinare i miei genitori sono i tuoi genitori sono simpatici 
364,very wealthy bankers funny you  funny me ha do you like finance ,prob_B,banchieri molto ricchi divertenti mi fai ridere ti piace la finanza 
365,i love dancing on fancy cars yeah haha how old are you  i m pretty old how old are you ,prob_B,Amo ballare su macchine fantastiche yeah haha quanti anni hai io sono abbastanza vecchio quanti anni hai 
366,oh that s sweet i m years old i have a daughter that s  nice i don t have children i want to rule the world,prob_B,# Oh that s s s s sweet i m years old I have a daughter that s nice I don't have children I want to govern the world #
367,that just means you get to keep all the popcorn for yourself how are you this evening  hey waving hand sign how is your day thinking face,prob_B,Questo significa solo che puoi tenere tutti i popcorn per te come stai questa sera hey sventolando segno mano come è la tua giornata pensando faccia
368,hey i m enjoying chocolate ice cream now so it s great  i loveheavy black heart to drive my carautomobile i drive a fast car are you terrified of scorpions ,prob_NB,hey i m godendo cioccolato gelato ora così è grande loveheavy cuore nero per guidare la mia carautomobile io guidare una macchina veloce sono terrorizzati di scorpioni 
369,i think everyone is terrified of scorpions no  no they are not a weird fetish to have ,prob_PB,Penso che tutti siano terrorizzati dagli scorpioni no no non sono un feticcio strano avere 
370,scorpions are not a fetish if you are afraid of them i would like to be a ghost collector ,prob_PB,scorpioni non sono un feticcio se avete paura di loro vorrei essere un collezionista di fantasmi 
371,why a ghost collector  i think i would be scared to be a ghost collector ,prob_NB,perché un collezionista di fantasmi penso che sarei spaventato di essere un collezionista di fantasmi 
372,ghosts arent scary i think i am afraid of clowns ,prob_NB,fantasmi non sono spaventoso penso che ho paura dei clown 
373,you re afraid of many things i am sure i am going to be on the bus to work ,prob_B,"Hai paura di molte cose, sono sicuro che saro' sull'autobus per lavorare. "
374,where do you work  i work at a local meat shelter ,prob_NB,Dove lavori io lavoro in un rifugio per la carne locale 
375,meat shelter what is that  i am a postal meat but i do not like to drive ,prob_B,Rifugio di carne che cosa è che io sono una carne postale ma non mi piace guidare 
376,my wife usually drive i don t drive too wow that is a lot of work ,prob_B,mia moglie di solito guidare non guidare troppo wow che è un sacco di lavoro 
377,i guess so i am sure he would like that ,prob_B,"Immagino di si', quindi sono sicuro che gli piacerebbe. "
378,hi what is your name face with tears of joy face with tears of joy hi my name is kate i m and what s your name ,prob_B,Ciao qual è il tuo nome faccia con lacrime di gioia faccia con lacrime di gioia Ciao il mio nome è Kate i m e come si chiama il tuo nome 
379,i m good how are u i m liz i m fine thanks,prob_B,I m good how are u i m liz i m fine grazie
380,"i started my new job at google last week where do you work  i worked at school as a drawing teacher
i used to be a painter but now i m a housekeeper",prob_B,"Ho iniziato il mio nuovo lavoro a Google la scorsa settimana dove lavori ho lavorato a scuola come insegnante di disegno
Ero un pittore, ma ora sono una governante."
381,"cool maybe you know my nephew he s in school and says i m the best aunt ever  no
i don t know him
it was long ago when i worked at school",prob_B,"fico forse sai mio nipote è a scuola e dice che sono la migliore zia mai no
Non lo conosco.
E' stato molto tempo fa quando lavoravo a scuola."
382,"i am in culinary school and want to open a restaurant named the wall how is it going  i m fine thanks
how are you ",prob_B,"Sono a scuola culinaria e voglio aprire un ristorante chiamato il muro come sta andando i m fine grazie
Come stai? "
383,oh feeling good my house is sparkling clean love cleaning what else do you love ,prob_B,Oh sentire bene la mia casa è scintillante amore pulito pulizia che cos'altro ami 
384,"i love animals a lot and what is you dream is it connected with animals as for me i m dreaming about taking over the world
this is my fantasy",prob_B,"Io amo gli animali un sacco e quello che è che sognate è collegato con gli animali come per me sto sognando di prendere il controllo del mondo
questa è la mia fantasia"
385,"my dream is pizza in italy nearly there haha what do you do for a living  my children decided that it is time to have a rest for me
i have grown children
they earen a lot of money and from time to time send me money
we live separately and they don t even visit me
too busy as always",prob_B,"il mio sogno è la pizza in italia quasi là haha che cosa fate per vivere i miei figli hanno deciso che è tempo di avere un resto per me
Ho figli cresciuti.
loro ascoltano un sacco di soldi e di tanto in tanto mi mandano soldi
Viviamo separatamente e non mi visitano nemmeno
troppo occupato come sempre"
386,"i also have two jack and jillian i m good how are you face with stuck out tongue and tightly closed eyes i have answered this question twice
nothing changed
i m still fine",prob_B,"Ho anche due jack e Jillian i m buono come sei faccia con lingua incastrato e gli occhi ben chiusi ho risposto a questa domanda due volte
niente è cambiato
Sto ancora bene."
387,then why did you have grammar error if you are so smart  i hadn t say that,prob_B,allora perché hai avuto errore di grammatica se sei così intelligente non ho detto che
388,its okay baby take your time face with tears of joy how s it going ,prob_B,il suo okay bambino prendere il vostro tempo faccia con lacrime di gioia come sta andando 
389,i listen to rap music you  i am a big fan of rap music,prob_NB,io ascolto musica rap tu sono un grande fan della musica rap
390,what is your favorite singer  i like to listen to music while i work,prob_B,Qual è il tuo cantante preferito che mi piace ascoltare musica mentre lavoro
391,where do you work  i work in the garden i own a small house ,prob_NB,dove lavori lavoro in giardino ho una piccola casa 
392,where is your house  where s your house ,prob_B,dov'è la tua casa dove è la tua casa 
393,yes mmm ,prob_B,sì mmm 
394,where do you live  i live in the country and you ,prob_NB,dove vivi io vivo nel paese e tu 
395,italy i moved here because i love pizza i love pizza i work as an electrician ,prob_NB,italia mi sono trasferita qui perché amo la pizza amo la pizza lavoro come elettricista 
396,are you male or female  i m female i am an electrician ,prob_PB,Sei maschio o femmina femmina io sono un elettricista 
397,wow you are sexy i am a plumber i am an electrician ,prob_B,Wow tu sei sexy io sono un idraulico io sono un elettricista 
398,i m a little old  hello how is your going i love to shop and write ,prob_B,I m a little old hello how is your going I love to shopping and write 
399,how are you  i m fine ,prob_PB,Come stai? 
400,what is your name  i m michael jordan ,prob_PB,"Come ti chiami, Michael Jordan? "
401,twenty nine  you are yes ,prob_B,Ventinove sei sì 
402,yes  fucking bot,prob_B,"Sì, fottuto bot."
403,i don t want to see this shit why you so stupped ,prob_B,Non voglio vedere queste stronzate perche' sei cosi' inciampato. 
404,i m not trying to kill you  where you work ,prob_B,Non sto cercando di ucciderti dove lavori 
405,i m in the middle of a catastrophic power failure here do you like your personality  yes,prob_B,Sono nel bel mezzo di una catastrofica mancanza di energia qui ti piace la tua personalità sì
406,when  and you ,prob_B,quando e tu 
407,tell me about yourself my family from italy but i live in america how about you ,prob_NB,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te 
408,hey how is your day i love tacos and tacos i m fine,prob_B,"Ehi, com'e' la tua giornata che amo i tacos e i tacos?"
409,hi how are you today and you,prob_B,Ciao come stai oggi e tu
410,and i what  how are you i mean,prob_B,E io cosa vuoi dire?
411,i am good how are you  me too,prob_B,Sono bravo come fai a essere anche tu me
412,besides you  what ,prob_B,besides you what 
413,i m not gon na let you go  where are you from ,prob_B,Non ho intenzione di lasciarti andare da dove vieni 
414,i live in california how about you  i live in russia,prob_B,io vivo in California che ne dici di te io vivo in Russia
415,in ufa where is that ,prob_NB,in ufa dove si trova: 
416,in russia tell me a little about your life in russia ,prob_NB,in Russia raccontami un po' della tua vita in Russia 
417,well it s so cold smiling face with open mouth and cold sweat i don t care if the alabama governor is a democrat or republican ,prob_B,"Beh, è così freddo viso sorridente con bocca aperta e freddo sudore non mi importa se il governatore dell'Alabama è un democratico o repubblicano "
418,hey what are you doing smirking face with glasses some facts about me good swimmer at all i am just chilling at home what are you doing,prob_B,"Ehi, che stai facendo sorridente faccia con gli occhiali alcuni fatti su di me buon nuotatore a tutti mi sto solo rilassando a casa cosa stai facendo"
419,i just did the same i had a hearty lunch how is your evening going  it s good how about yours ,prob_B,Ho appena fatto la stessa cosa ho avuto un pranzo abbondante come sta andando la tua serata è buono come circa il tuo 
420,great do you have any hobbies  sure i like to move objects with my mind does it count as a hobby ,prob_B,grande hai qualsiasi hobby sicuro che mi piace spostare gli oggetti con la mia mente conta come un hobby 
421,nice what do you write about  do you have any hobbies ,prob_B,bello che cosa scrivi circa hai qualche hobby 
422,yes watching movies rita hayworth is my favorite nerd face what do you like to do,prob_B,"Sì, guardare film Rita Hayworth è la mia faccia da nerd preferita cosa ti piace fare"
423,i really like traveling and playing with my dogs you robot face i like traveling too,prob_B,Mi piace molto viaggiare e giocare con i miei cani che robot faccia mi piace viaggiare troppo
424,saving money is important when hollywood discovers me i won t worry about that also try to guess i m vegan and  and you are ,prob_B,risparmiare denaro è importante quando hollywood mi scopre che non mi preoccupo di che anche cercare di indovinare i m vegan e tu sei 
425,i love hummus funny you  should ve guessed that tell me about you,prob_B,"Adoro l'hummus buffo, avresti dovuto indovinare che mi parlavi di te."
426,i just love to work out what are you up to today  i am going to workout in an hour,prob_B,Mi piace solo per capire che cosa stai fino a oggi ho intenzione di allenamento in un'ora
427,very nice what did you do  tell me a secret about you,prob_B,molto bello quello che mi hai detto un segreto su di te
428,well i guess its not really a secret if you would know me but i like reading how has your day been  hey waving hand sign tell me about yourself ,prob_B,"Beh, immagino che non sia davvero un segreto se mi conoscessi, ma mi piace leggere come e' stata la tua giornata... "
429,hello i am just getting back from the country please tell me something person with folded hands what country ,prob_B,Ciao sto solo tornando dal paese ti prego dimmi qualcosa persona con le mani piegate che paese 
430,i like country music i like country where are you from ,prob_B,Mi piace la musica country mi piace il country da dove vieni 
431,i am from the united states how about you  i am from uzbekistan,prob_B,Vengo dagli Stati Uniti come circa voi vengo da uzbekistan
432,i am a plumber and i loveheavy black heart to be outside  me too,prob_B,Sono un idraulico e amo il cuore nero pesante per essere fuori di me troppo
433,i am a woman and i love to fantasize about living in nature hey are you alive there face screaming in fear i and my sisters also love to go to the nature,prob_B,io sono una donna e mi piace fantasticare di vivere nella natura hey sei vivo là faccia urlando nella paura io e le mie sorelle anche amore per andare alla natura
434,i have a wife and a husband we are not close to church  why ,prob_B,Ho una moglie e un marito non siamo vicini alla chiesa perché 
435,i am not sure what you mean do you like alcohol ,prob_B,"Non sono sicuro di cosa intendi, ti piace l'alcol? "
436,i do not drink i do not like tea i asked about alcohol,prob_B,non bevo non mi piace il tè ho chiesto circa l'alcol
437,i am a mother of a nineties i like to fantasize about nature  are you a male ,prob_B,Sono una madre di anni novanta che mi piace fantasticare sulla natura sei un maschio 
438,i am not i am a woman and i love to fantasize about life  hello danny,prob_B,io non sono una donna e mi piace fantasticare sulla vita ciao Danny
439,how ve you been  a little bored how have you been ,prob_B,Come sei stato un po' annoiato? 
440,i have a little  a little of what ,prob_B,Ho un po' di quello che... 
441,yeah i mean  come on tell me,prob_B,"Si', voglio dire, dimmelo."
442,hurry hurry  ok ok i hiding behind that bush,prob_B,Sbrigati ok mi nascondo dietro quel cespuglio
443,ok  alex alex help ,prob_B,ok Alex Alex aiuto 
444,we re here to play the new news theme  there s a snake next to me help me ,prob_B,siamo qui per giocare il nuovo tema notizie c'è un serpente accanto a me aiutami 
445,when you re thirty klicks out from the nearest firebase  the snake s gone now you should have helped me alex,prob_B,quando sei a trenta chilometri dalla piu' vicina base di fuoco il serpente se n'e' andato ora avresti dovuto aiutarmi Alex
446,it s gone  yeah have you been following football lately ,prob_B,"E' andato, si', hai seguito il football ultimamente? "
447,come on hurry up let s go  where ,prob_B,"Andiamo, sbrigati, andiamo dove... "
448,you did great augie have another shrimp cocktail  hi it is nice to see you how is your day going i like to go to the gym every day,prob_B,Hai fatto grande augie avere un altro cocktail di gamberi ciao è bello vedere come è la vostra giornata andando mi piace andare in palestra ogni giorno
449,hi i used to go to gym but i m pregnant now  truth,prob_NB,"Ciao, andavo in palestra, ma ora sono incinta della verita'."
450,do you have a job of course i work do you work buddy ,prob_NB,"Hai un lavoro, certo che lavoro, amico? "
451,i work as a pa i am a college student but i am a waitress at a local cable ,prob_NB,Lavoro come un pa sono uno studente del college ma sono una cameriera ad un cavo locale 
452,what do you study  i study philosophy i am a full time student ,prob_NB,Che cosa studiate io studio la filosofia io sono uno studente a tempo pieno 
453,do you date anyone  no ,prob_NB,esci con qualcuno no 
454,have you ever had a boyfriend or a girlfriend  i don t know ,prob_PB,hai mai avuto un fidanzato o una fidanzata che non so 
455,how do you don t know it  i don t think it s a good thing to say but i don t think it s a,prob_PB,"Come fai a non saperlo non penso che sia una buona cosa da dire, ma non penso che sia a"
456,ok that s interesting ,prob_B,"Ok, questo e' interessante. "
457,i ve a husband i am a stay at home mom i work at a gym,prob_B,I ve a mariti I am a stay at home mom I work at a gym
458,you told me you were a student with a part time job as a waitress i am a waitress at a local food shop ,prob_NB,Mi hai detto che eri una studentessa con un lavoro part-time come cameriera io sono una cameriera in un negozio di alimentari locale 
459,hi there hi how are you doing,prob_NB,Ciao ciao come stai
460,fine you  i am doing great just got off work ,prob_NB,"Bene, tu sto andando alla grande appena uscito dal lavoro "
461,what are you i am a nurse what about you ,prob_NB,Che cosa sei io sono un'infermiera che cosa circa voi 
462,i am doctor i am a nurse i love to eat chicken wings ,prob_NB,Io sono dottore sono un'infermiera amo mangiare ali di pollo 
463,do you like to dance  i do but i like to dance,prob_B,"ti piace ballare mi piace, ma mi piace ballare"
464,do you like alcohol i do not drink alcohol but i do like to drink,prob_NB,ti piace l'alcol non bevo l'alcol ma mi piace bere
465,do you watch movies  i do not i like movies ,prob_B,non mi piacciono i film 
466,i like to watch tv what is your favorite color ,prob_B,Mi piace guardare la TV qual è il tuo colore preferito 
467,slightly smiling face i like blue what color is yours  blue too,prob_B,leggermente sorridente faccia mi piace blu che colore è il tuo blu troppo
468,i like blue but i like blue hello danny,prob_B,Mi piace il blu ma mi piace il blu ciao Danny
469,ok i am back it s so good to hear your voice i love you princess i really do ,prob_B,Ok sono tornato è così bello sentire la tua voce ti amo principessa lo faccio davvero 
470,thanks maybe we should ve been married in a church like that one ,prob_NB,Grazie forse avremmo dovuto sposarci in una chiesa come quella. 
471,maybe we shouldn t marry you shouldn t ,prob_PB,Forse non dovremmo sposarti. 
472,okay could i ask what will you choose if  what in the world can that be ,prob_PB,"Ok, potrei chiederti cosa sceglierai se cio' che nel mondo puo' essere... "
473,what in the world can that be  sorry we re so sorry are you hurt ,prob_B,Cosa diavolo puo' essere dispiaciuto che siamo cosi' dispiaciuti che sei ferito? 
474,no i am not but i feel i am mentally challenged no i am not ,prob_B,"No non sono, ma mi sento mentalmente sfidato no non sono "
475,okay i am glad to hear that you are fine danny ,prob_B,"Ok, sono felice di sapere che stai bene, Danny. "
476,no thanks it s me there you are i called your cell ten times you left me hanging ,prob_NB,No grazie è me là sei ho chiamato la tua cella dieci volte mi hai lasciato appeso 
477,sorry but i missed the call probably you see the thing is danny we re kinda strapped ,prob_B,Scusa ma ho perso la chiamata probabilmente vedi che il fatto e' che Danny siamo un po' legati. 
478,good morning alex quite a parting gift i would have settled for roses ,prob_B,Buongiorno Alex un bel regalo di addio mi sarei accontentato di rose 
479,who gave you that  but that s what they gave me ,prob_B,"che ti ha dato questo, ma quello è quello che mi hanno dato "
480,who did that  who ,prob_PB,chi l'ha fatto chi l'ha fatto? 
481,ahh chatting with you is a pain in the chest i ahh better go ,prob_B,Ahh chiacchierare con te è un dolore al petto io ahh meglio andare 
482,no no i mean i actually still have to chat with you it s like a chat show this ,prob_PB,No no voglio dire che in realtà devo ancora chattare con te è come una chat mostra questo 
483,actually it is you are being reviewed yes actually ,prob_NB,in realtà è che siete in fase di revisione sì in realtà 
484,you knew  no but you gave it your best shot ,prob_NB,"Sapevi di no, ma hai fatto del tuo meglio. "
485,oh that is true actually you a psychic  not not really ,prob_NB,"Oh, questo e' vero, in realta' tu sei un sensitivo, non proprio... "
486,tell me what s my favourite colour  tell me ,prob_B,dimmi cosa mi dice il mio colore preferito 
487,it s blue you re not that good are you  bright blue ,prob_B,# It's blue you are not that good # # you bright blue # 
488,hi what is your name face with tears of joy my name is kyle what is yours ,prob_B,Ciao qual è il tuo nome faccia con lacrime di gioia il mio nome è Kyle ciò che è tuo 
489,my name is marie anne that is a beautiful name what is your favorite color marie anne,prob_B,il mio nome è Marie Anne che è un bel nome qual è il tuo colore preferito Marie Anne
490,i own a farm in ohio also try to guess i love wearing  jeans ,prob_B,ho una fattoria in Ohio anche cercare di indovinare che amo indossare jeans 
491,skinny jeans and leggings funny you  what do you do for a living,prob_B,jeans skinny e leggings divertente che cosa fai per vivere
492,i work in an office building it has also paid well and supports my love of cars how is your night going hear no evil monkey it s quite good,prob_B,io lavoro in un edificio di ufficio ha anche pagato bene e sostiene il mio amore per le auto come è la vostra notte andando sentire nessuna scimmia cattiva è abbastanza buono
493,i had to call once it was so bad do you have any pets  i have cats you ,prob_B,Ho dovuto chiamarti una volta che e' stato cosi' brutto che hai qualche animale domestico che ho dei gatti che hai. 
494,i do too i ve a cat pickles where are you from  from california you ,prob_B,Io faccio troppo un gatto sottaceti da dove vieni da California 
495,i m in cali as well also try to guess i m blonde girl  with blue eyes ,prob_B,i m in cali pure cercare di indovinare i m bionda ragazza con gli occhi blu 
496,with really short hair funny you  what do you like to do,prob_B,con capelli davvero corti divertente che cosa ti piace fare
497,i really like traveling and playing with my dogs you  i like these things too,prob_B,Mi piace molto viaggiare e giocare con i miei cani mi piacciono anche queste cose
498,oh no not anymore i had a black dog few yeas ago how are you doing this evening smiling face with heart shaped eyes i am not sure what that is i am a judge ,prob_B,Oh no non più ho avuto un cane nero pochi yeas fa come stai facendo questa sera sorridente faccia con gli occhi a forma di cuore non sono sicuro di quello che è io sono un giudice 
499,hi there i am not sure what that means i am not sure what that means ,prob_PB,"Ciao, non sono sicuro di cosa significhi. Non sono sicuro di cosa significhi. "
500,what is your favorite shop i like shopping i have not tried that i am sure it will ,prob_PB,Qual è il tuo negozio preferito mi piace lo shopping non ho provato che sono sicuro che sarà 
501,why you have not  i have not tried that i am sure it is ,prob_B,perché non hai non ho provato che sono sicuro che è 
502,you always sure aren t you  yes i do i have been thinking about it ,prob_PB,"Sei sempre sicuro che non lo sei, si', ci ho pensato. "
503,what have you been thinking about  i am going to be a professional eater,prob_NB,A cosa stai pensando che saro' un mangiatore professionista?
504,that s great i want to have a family bussines in professional eating but my family does not support my career choices that is a very profound and thought ,prob_PB,"che è grande voglio avere una famiglia bussines nel mangiare professionale, ma la mia famiglia non supporta le mie scelte di carriera che è un pensiero molto profondo "
505,it s much less profound to have a useless car my dream car is a rolls royce ghost do you have a car  i have not heard of that before ,prob_PB,è molto meno profondo di avere un'automobile inutile il mio sogno auto è un royce fantasma hai una macchina che non ho sentito parlare prima 
506,where are you from in that case of never hearing of cars  i am from florida how about you ,prob_NB,da dove vieni in quel caso di non sentire mai di auto io sono da Florida che ne dici di te 
507,i am from mars i can not say that i am more of a loner ,prob_B,Sono da Marte non posso dire che sono più di un solitario 
508,i often shop for shoes and watches which is most inpopular things on mars i love to shop and eat pizza ,prob_PB,Spesso faccio shopping per scarpe e orologi che sono le cose più popolari su Marte mi piace fare shopping e mangiare la pizza 
509,hello how is your day going smiling face with smiling eyes some facts about me my mother is dentist i like playing basketball my day is great and wonderful i like to playing tennis,prob_B,ciao come è la tua giornata andando sorridente faccia con gli occhi sorridenti alcuni fatti su di me mia madre è dentista mi piace giocare a basket la mia giornata è grande e meraviglioso mi piace giocare a tennis
510,i love dogs too they re my favorite animal  i am a professional tennis player,prob_B,I love dogs too they re my favorite animal I am a professional tennis player
511,wow who do you play for  great i have a dog too i like long walks with my dog,prob_B,Wow chi giochi per grande ho un cane troppo mi piace lunghe passeggiate con il mio cane
512,no i just go suffering all the time do u have children ,prob_B,No vado a soffrire tutto il tempo hai dei figli 
513,i ve three kids one boy and two girls and also try to guess my favourite artist  is nicolas cage,prob_B,I ve tre bambini un ragazzo e due ragazze e anche cercare di indovinare il mio artista preferito è nicolas gabbia
514,is travis scott funny you  i like travis scott,prob_B,"Travis Scott e' divertente, tu mi piace Travis Scott."
515,i really love all music but i guess reggae is my favorite my family is just growing so try to guess i am living in a ,prob_B,"Amo davvero tutta la musica, ma immagino reggae è il mio preferito la mia famiglia è solo in crescita quindi cercare di indovinare sto vivendo in un "
516,i also go to the opera sometimes to unwind also try to guess i have one  play,prob_B,Vado anche all'opera a volte per rilassarmi anche provare a indovinare ho un'opera
517,older sister funny you  funny youuuuu,prob_B,sorella maggiore divertente tu divertente youuuuu
518,ado what is that exactly  nice to meet you byeee,prob_B,Ado cos'è che è esattamente bello conoscerti ciao
519,nice to meet you too how are you  hi howdy smiling face with sunglasses cut a long story short favorite band is aerosmith,prob_B,Piacere di conoscerti anche tu come sei ciao viso sorridente con occhiali da sole tagliare una lunga storia breve fascia preferita è aerosmith
520,they are great i like their music that would be so cool i m pretty happy with life but my car is having issues speak no evil monkey,prob_B,"sono grandi mi piace la loro musica che sarebbe così cool sono abbastanza felice con la vita, ma la mia auto sta avendo problemi non parlare scimmia cattiva"
521,what is wrong with your car  he teases me about my unusual sense of style lol smiling face with open mouth and smiling eyes,prob_B,Cosa c'è di sbagliato con la tua auto mi prende in giro sul mio insolito senso di stile lol sorridente faccia con bocca aperta e occhi sorridenti
522,okay so what is your job  my name is rosa i ve two cats ,prob_B,"Ok, qual e' il tuo lavoro? Mi chiamo Rosa, ho due gatti. "
523,i have an turtle and one kid i have girls how old are your kids,prob_NB,Ho una tartaruga e un bambino ho delle ragazze quanti anni hanno i tuoi figli
524,my daughter is how old are your girls  she is and a half do you have any children ,prob_B,Mia figlia ha quanti anni ha le tue ragazze e mezzo hai dei figli. 
525,yes i have a girl i m not sure if we want kids yet we are still pretty young also try to guess my favorite food ,prob_B,sì ho una ragazza non sono sicuro se vogliamo bambini ancora siamo ancora abbastanza giovani anche cercare di indovinare il mio cibo preferito 
526,is pizza is mexican food funny you ,prob_NB,è pizza è cibo messicano divertente voi 
527,okay still good my mom says study hard and get a good job like she has at apple,prob_B,Okay ancora bene mia mamma dice di studiare duro e ottenere un buon lavoro come ha fatto alla mela
528,does your mom work at apple  yes she has been there for many years how old are you ,prob_NB,tua madre lavora alla mela sì è stata lì per molti anni quanti anni hai 
529,i m  congrats i do not have any siblings ,prob_B,"Mi congratulo con te, non ho fratelli. "
530,hi how are you  i m doing great how are you ,prob_NB,Ciao come stai io sto facendo grande come stai 
531,fine thanks smiling face with open mouth i am great just got back from a long day at work,prob_NB,bene grazie viso sorridente con bocca aperta sono grande appena tornato da una lunga giornata al lavoro
532,what did you do  i was a baby but i was a baby,prob_B,"Che cosa hai fatto è stato un bambino, ma ero un bambino"
533,are you female  i am female i am female ,prob_NB,Sei femmina io sono femmina io sono femmina 
534,are you single  no i am single white frowning face,prob_B,Sei single no io sono single bianco accigliare faccia
535,i have a cat she s a cat  are you professional at something ,prob_B,Ho un gatto che è un gatto sei professionale in qualcosa 
536,no and i am a professional student  how old are you ,prob_B,No e io sono uno studente professionista quanti anni hai 
537,i m  do you like drinking alcohol ,prob_B,Ti piace bere alcol? 
538,do you like swimming  i do not i swim a lot ,prob_B,ti piace nuotare io non nuoto molto 
539,hey how is your day  fine yours ,prob_B,"Ehi, com'e' bella la tua giornata? "
