,utterance,label,translation_af
399,twenty nine  you are yes ,prob_B,nege - en - twintig is jy ja 
400,yes  fucking bot,prob_B,Ja verdomde bot
401,i don t want to see this shit why you so stupped ,prob_B,I don t wil hierdie gemors sien hoekom jy so stuped 
402,i m not trying to kill you  where you work ,prob_B,i m nie probeer om jou dood te maak waar jy werk nie 
403,i m in the middle of a catastrophic power failure here do you like your personality  yes,prob_B,Ek m in die middel van 'n rampspoedige mag vaaling hier hou jy van jou persoonlikheid ja
404,when  and you ,prob_B,wanneer en jy 
405,tell me about yourself my family from italy but i live in america how about you ,prob_NB,"vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou "
406,hey how is your day i love tacos and tacos i m fine,prob_B,hey hoe is jou dag ek hou van tacos en tacos i m fyn
407,hi how are you today and you,prob_B,hi hoe is jy vandag en jy
408,and i what  how are you i mean,prob_B,en ek hoe is jy ek bedoel
409,i am good how are you  me too,prob_B,Ek is goed hoe is jy my ook
410,besides you  what ,prob_B,sides you wat 
411,i m not gon na let you go  where are you from ,prob_B,Ek m nie gon na laat jy gaan waar is jy van 
412,i live in california how about you  i live in russia,prob_B,Ek woon in califonia hoe oor jy ek woon in russia
413,in ufa where is that ,prob_NB,in ufa waar dit is 
414,in russia tell me a little about your life in russia ,prob_NB,in russia vertel my 'n bietjie van jou lewe in russia 
415,well it s so cold smiling face with open mouth and cold sweat i don t care if the alabama governor is a democrat or republican ,prob_B,"Wel, dit is so koud glimlag gesig met oop mond en koue sweet dat ek nie omgee as die allama - goewerneur 'n demokrat of republikein is "
416,hey what are you doing smirking face with glasses some facts about me good swimmer at all i am just chilling at home what are you doing,prob_B,hyy wat jy doen pak gesig met 'n bril 'n paar feite oor my goeie swemmer al ek is net ysing by die huis wat jy doen
417,i just did the same i had a hearty lunch how is your evening going  it s good how about yours ,prob_B,Ek het net dieselfde ek het 'n stewige middagete hoe is jou aand gaan dit goed hoe oor jou s'n 
418,great do you have any hobbies  sure i like to move objects with my mind does it count as a hobby ,prob_B,"Baie het jy enige stokperdjies seker ek hou daarvan om voorwerpe met my verstand te skuif, tel dit as 'n stokperdjie "
419,nice what do you write about  do you have any hobbies ,prob_B,Goed wat jy skryf oor het jy enige stokperdjies 
420,yes watching movies rita hayworth is my favorite nerd face what do you like to do,prob_B,"Ja, om na rolprente ita hooiworth te kyk, is my gunstelingnak wat jy graag wil doen"
421,i really like traveling and playing with my dogs you robot face i like traveling too,prob_B,Ek hou regtig van reis en speel met my honde jy robot gesig ek hou ook van reis
422,saving money is important when hollywood discovers me i won t worry about that also try to guess i m vegan and  and you are ,prob_B,Die spaar van geld is belangrik wanneer hollywood my ontdek ek wen t bekommerd oor wat ook probeer raai ek m vgan en jy is 
423,i love hummus funny you  should ve guessed that tell me about you,prob_B,Ek hou van humus snaaks jy moet geraai het wat vertel my van jou
424,i just love to work out what are you up to today  i am going to workout in an hour,prob_B,Ek hou net daarvan om uit te werk wat is jy tot vandag toe ek gaan werk in 'n uur
425,very nice what did you do  tell me a secret about you,prob_B,Baie mooi wat jy gedoen het vertel my 'n geheim oor jou
426,well i guess its not really a secret if you would know me but i like reading how has your day been  hey waving hand sign tell me about yourself ,prob_B,"Wel, ek dink sy nie regtig 'n geheim as jy my sou ken nie, maar ek hou daarvan om te lees hoe het jou dag was roerende hand teken vertel my van jouself "
427,hello i am just getting back from the country please tell me something person with folded hands what country ,prob_B,hallo Ek is net terug van die land vertel my asseblief iets met gevoude hande watter land 
428,i like country music i like country where are you from ,prob_B,Ek hou van land musiek ek hou van land waar is jy van 
429,i am from the united states how about you  i am from uzbekistan,prob_B,Ek is van die verenigde state hoe oor jy ek is van uzbekistan
430,i am a plumber and i loveheavy black heart to be outside  me too,prob_B,Ek is 'n loodgieter en ek is liefheavy swart hart om ook buite my te wees
431,i am a woman and i love to fantasize about living in nature hey are you alive there face screaming in fear i and my sisters also love to go to the nature,prob_B,Ek is 'n vrou en ek hou daarvan om te fantaseer oor die lewe in die natuur hey is jy lewe daar gesig skree in vrees ek en my susters ook lief om te gaan na die natuur
432,i have a wife and a husband we are not close to church  why ,prob_B,Ek het 'n vrou en 'n man wat ons is nie naby kerk hoekom 
433,i am not sure what you mean do you like alcohol ,prob_B,Ek is nie seker wat jy bedoel doen jy hou van alkohol 
434,i do not drink i do not like tea i asked about alcohol,prob_B,Ek drink nie ek hou nie van tee ek gevra het oor alkohol
435,i am a mother of a nineties i like to fantasize about nature  are you a male ,prob_B,Ek is 'n ma van 'n negeste ek hou daarvan om te fantaseer oor die natuur is jy 'n mannetjie 
436,i am not i am a woman and i love to fantasize about life  hello danny,prob_B,Ek is nie ek is 'n vrou en ek hou daarvan om te fantaseer oor die lewe hallo dany
437,how ve you been  a little bored how have you been ,prob_B,hoe het jy al 'n bietjie verveeld hoe was jy 
438,i have a little  a little of what ,prob_B,Ek het 'n bietjie van wat 
439,yeah i mean  come on tell me,prob_B,"Ja, ek bedoel kom vertel my"
440,hurry hurry  ok ok i hiding behind that bush,prob_B,Maak gou ok ok ek wegkruip agter daardie bos
441,ok  alex alex help ,prob_B,Voek alex-hulp 
442,we re here to play the new news theme  there s a snake next to me help me ,prob_B,ons weer hier om die nuwe nuustema te speel daar 'n slang langs my help my 
443,when you re thirty klicks out from the nearest firebase  the snake s gone now you should have helped me alex,prob_B,"Toe jy weer dertig klicks uit die naaste vuur gooi, moes jy my alex gehelp het"
444,it s gone  yeah have you been following football lately ,prob_B,het dit gegaan ja het jy volg sokker in die laaste tyd 
445,come on hurry up let s go  where ,prob_B,kom gou op laat s gaan waar 
446,you did great augie have another shrimp cocktail  hi it is nice to see you how is your day going i like to go to the gym every day,prob_B,jy het groot augie het 'n ander garnaal haanstert hi het dit is goed om jou te sien hoe is jou dag gaan ek hou van om te gaan na die gimnasium elke dag
447,hi i used to go to gym but i m pregnant now  truth,prob_NB,"hi i gebruik na gimnasium, maar ek ma swanger nou die waarheid"
448,do you have a job of course i work do you work buddy ,prob_NB,het jy 'n werk van kursus het ek werk doen jy werk vriende 
449,i work as a pa i am a college student but i am a waitress at a local cable ,prob_NB,"Ek werk as 'n pa Ek is 'n kollege student, maar ek is' n kelnerin by 'n plaaslike kabel "
450,what do you study  i study philosophy i am a full time student ,prob_NB,wat studeer ek studeer filosofie ek is 'n volle tyd student 
451,do you date anyone  no ,prob_NB,wel dat jy met niemand uitgaan nie 
452,have you ever had a boyfriend or a girlfriend  i don t know ,prob_PB,het jy al ooit'n kêrel of'n meisie gehad wat ek nie ken nie 
453,how do you don t know it  i don t think it s a good thing to say but i don t think it s a,prob_PB,"hoe doen jy doen t weet dit ek doen t dink dit s 'n goeie ding om te sê, maar ek dink dit s'n"
454,ok that s interesting ,prob_B,Het dat s interessant 
455,i ve a husband i am a stay at home mom i work at a gym,prob_B,Ek het 'n man ek is' n verblyf by die huis ma ek werk by 'n gimnasium
456,you told me you were a student with a part time job as a waitress i am a waitress at a local food shop ,prob_NB,het jy vir my gesê jy is 'n student met' n deeltydse werk as 'n kelnerin ek is 'n kelnerin by 'n plaaslike kos-winkel 
457,hi there hi how are you doing,prob_NB,Hi daar hibiseer hoe gaan dit met jou
458,fine you  i am doing great just got off work ,prob_NB,Goed jy ek doen groot net het af werk 
459,what are you i am a nurse what about you ,prob_NB,wat is jy ek is 'n verpleegster wat oor jou 
460,i am doctor i am a nurse i love to eat chicken wings ,prob_NB,Ek is dokter Ek is 'n verpleegster Ek hou baie daarvan om hoender vlerke te eet 
461,do you like to dance  i do but i like to dance,prob_B,doen jy hou van dans ek doen maar ek hou van dans
462,do you like alcohol i do not drink alcohol but i do like to drink,prob_NB,"doen jy hou van alkohol Ek drink nie alkohol nie, maar ek doen soos om te drink"
463,do you watch movies  i do not i like movies ,prob_B,"kyk jy na rolprente, ek hou nie van rolprente nie "
464,i like to watch tv what is your favorite color ,prob_B,Ek hou van na kyk tv wat is jou gunsteling kleur 
465,slightly smiling face i like blue what color is yours  blue too,prob_B,effens glimlaggende gesig Ek hou van blou wat kleur is ook jou blou
466,i like blue but i like blue hello danny,prob_B,"Ek hou van blou, maar ek hou van blou hallo dany"
467,ok i am back it s so good to hear your voice i love you princess i really do ,prob_B,Hoe ek is terug dit s so goed om jou stem te hoor ek lief vir jou prinses ek regtig doen 
468,thanks maybe we should ve been married in a church like that one ,prob_NB,"dankie, miskien moet ons getroud gewees het in 'n kerk soos daardie een "
469,maybe we shouldn t marry you shouldn t ,prob_PB,Miskien moet ons t trou met jy moetn t 
470,okay could i ask what will you choose if  what in the world can that be ,prob_PB,Goed kan ek vra wat sal jy kies as wat in die wêreld kan dit wees 
471,what in the world can that be  sorry we re so sorry are you hurt ,prob_B,wat in die wêreld jammer kan wees dat ons weer so jammer is dat jy seergemaak is 
472,no i am not but i feel i am mentally challenged no i am not ,prob_B,"nee ek is nie, maar ek voel ek is verstandelik uitgedaag nee ek is nie "
473,okay i am glad to hear that you are fine danny ,prob_B,"Goed, ek is bly om te hoor dat jy fyn dnien is "
474,no thanks it s me there you are i called your cell ten times you left me hanging ,prob_NB,nee dankie dat dit my daar is jy noem ek jou sel tien keer jy het my laat hang 
475,sorry but i missed the call probably you see the thing is danny we re kinda strapped ,prob_B,"Jammer, maar ek gemis die oproep waarskynlik jy sien die ding is dny ons re kinda vasgebind "
476,good morning alex quite a parting gift i would have settled for roses ,prob_B,goeie môre alex nogal 'n afskeidsgeskenk wat ek sou besleg het vir rose 
477,who gave you that  but that s what they gave me ,prob_B,"wat dit vir jou gegee het, maar dit is wat hulle my gegee het "
478,who did that  who ,prob_PB,wat dit gedoen het 
479,ahh chatting with you is a pain in the chest i ahh better go ,prob_B,ahh gesels met jou is 'n pyn in die bors ek ah beter gaan 
480,no no i mean i actually still have to chat with you it s like a chat show this ,prob_PB,"Nee, ek bedoel ek het nog steeds om te gesels met jou dit s soos 'n gesprek wys hierdie "
481,actually it is you are being reviewed yes actually ,prob_NB,Dit is in werklikheid jy word in werklikheid ja hersien 
482,you knew  no but you gave it your best shot ,prob_NB,"jy het geweet nee, maar jy het dit jou beste skoot gegee "
483,oh that is true actually you a psychic  not not really ,prob_NB,"O, dis waar, jy is 'n spiritistiese nie regtig nie "
484,tell me what s my favourite colour  tell me ,prob_B,sê vir my wat my gunsteling kleur vir my sê 
485,it s blue you re not that good are you  bright blue ,prob_B,dis blou jy reflekteer nie dat goed is jy helder blou 
486,hi what is your name face with tears of joy my name is kyle what is yours ,prob_B,"U naam is vol trane van vreugde, my naam is kyle wat us is "
487,my name is marie anne that is a beautiful name what is your favorite color marie anne,prob_B,My naam is mariene wat'n pragtige naam is wat jou gunstelingkleur marie ane is
488,i own a farm in ohio also try to guess i love wearing  jeans ,prob_B,Ek besit 'n plaas in Oloo ook probeer raai ek hou van jeans dra 
489,skinny jeans and leggings funny you  what do you do for a living,prob_B,Verdomde jeans en geslane vermaak jou iets wat jy vir 'n bestaan doen
490,i work in an office building it has also paid well and supports my love of cars how is your night going hear no evil monkey it s quite good,prob_B,Ek werk in 'n kantoorgebou dit het ook goed betaal en ondersteun my liefde van motors hoe is jou nag gaan hoor geen bose aap dit is baie goed
491,i had to call once it was so bad do you have any pets  i have cats you ,prob_B,Ek moes bel as dit so erg was jy het enige troeteldiere Ek het katte jy 
492,i do too i ve a cat pickles where are you from  from california you ,prob_B,Ek het ook 'n kat pikles waar is jy van califonia jy 
493,i m in cali as well also try to guess i m blonde girl  with blue eyes ,prob_B,I m in cali asook probeer om te raai ek m blonde meisie met blou oë 
494,with really short hair funny you  what do you like to do,prob_B,met regtig kort hare snaaks jy wat doen jy daarvan hou om te doen
495,i really like traveling and playing with my dogs you  i like these things too,prob_B,Ek hou regtig van reis en speel met my honde jy ek hou van hierdie dinge ook
496,oh no not anymore i had a black dog few yeas ago how are you doing this evening smiling face with heart shaped eyes i am not sure what that is i am a judge ,prob_B,"O, nee meer ek het 'n swart hond min jas gelede hoe doen jy hierdie aand glimlag gesig met hartvormige oë Ek is nie seker wat dit is ek is' n regter "
497,hi there i am not sure what that means i am not sure what that means ,prob_PB,hi daar is ek nie seker wat dit beteken ek is nie seker wat dit beteken 
498,what is your favorite shop i like shopping i have not tried that i am sure it will ,prob_PB,wat is jou gunsteling winkel Ek hou van inkopies Ek het nie probeer dat ek seker dit sal doen nie 
499,why you have not  i have not tried that i am sure it is ,prob_B,hoekom jy nie het ek nie probeer dat ek seker is dit is 
500,you always sure aren t you  yes i do i have been thinking about it ,prob_PB,jy altyd seker is t jy ja ek het gedink oor dit 
501,what have you been thinking about  i am going to be a professional eater,prob_NB,wat jy gedink het oor ek gaan 'n professionele eter wees
502,that s great i want to have a family bussines in professional eating but my family does not support my career choices that is a very profound and thought ,prob_PB,"wat groot ek wil hê 'n familie busines in professionele eet, maar my gesin ondersteun nie my loopbaan keuses wat 'n baie diepgaande en gedagte is nie "
503,it s much less profound to have a useless car my dream car is a rolls royce ghost do you have a car  i have not heard of that before ,prob_PB,dit is baie minder ernstig om 'n nuttelose motor my droom motor is' n rolle royce spook het jy 'n motor Ek het nog nie gehoor van dit voor 
504,where are you from in that case of never hearing of cars  i am from florida how about you ,prob_NB,waar is jy in daardie geval van nooit hoor van motors i is van florida hoe oor jou 
505,i am from mars i can not say that i am more of a loner ,prob_B,Ek is van mars i kan nie sê dat ek meer van 'n alleenloper is nie 
506,i often shop for shoes and watches which is most inpopular things on mars i love to shop and eat pizza ,prob_PB,"Ek koop dikwels vir skoene en kyk wat die meeste in gewilde dinge op mars is, ek hou daarvan om pizza te koop en te eet "
507,hello how is your day going smiling face with smiling eyes some facts about me my mother is dentist i like playing basketball my day is great and wonderful i like to playing tennis,prob_B,hallo hoe is jou dag gaan glimlag gesig met glimlaggende oë 'n paar feite oor my my my ma is tandarts ek hou van basketbal my dag is groot en wonderlik ek hou van om tennis te speel
508,i love dogs too they re my favorite animal  i am a professional tennis player,prob_B,Ek hou van honde ook hulle her my gunsteling dier i is 'n professionele tennis speler
509,wow who do you play for  great i have a dog too i like long walks with my dog,prob_B,wow wat doen jy speel vir groot ek het 'n hond ook ek hou van lang stap saam met my hond
510,no i just go suffering all the time do u have children ,prob_B,nee ek gaan net lyding te alle die tyd doen u kinders 
511,i ve three kids one boy and two girls and also try to guess my favourite artist  is nicolas cage,prob_B,Ek het drie kinders een seun en twee meisies en ook probeer raai my gunsteling-kunstenaar is nicolas hok
512,is travis scott funny you  i like travis scott,prob_B,is travis scott snaaks jy ek hou van travis scott
513,i really love all music but i guess reggae is my favorite my family is just growing so try to guess i am living in a ,prob_B,"Ek is regtig lief vir alle musiek, maar ek dink reggae is my gunsteling my familie is net groei so probeer om te raai ek lewe in 'n "
514,i also go to the opera sometimes to unwind also try to guess i have one  play,prob_B,Ek gaan ook na die opera soms om te ontspan ook probeer om te raai ek het een speler
515,older sister funny you  funny youuuuu,prob_B,ouer suster snaaks jy snaaks jeuuuuuuu
516,ado what is that exactly  nice to meet you byeee,prob_B,ndo wat is dat presies goed om jou te ontmoet byeeeeeee
517,nice to meet you too how are you  hi howdy smiling face with sunglasses cut a long story short favorite band is aerosmith,prob_B,Dis goed om jou te ontmoet hoe is jy hibdy glimlag gesig met sonbrille sny 'n lang storie kort gunsteling band is arosmith
518,they are great i like their music that would be so cool i m pretty happy with life but my car is having issues speak no evil monkey,prob_B,"hulle is groot i soos hulle musiek wat sou wees so cool i m mooi gelukkig met die lewe, maar my motor is met probleme praat geen bose aap"
519,what is wrong with your car  he teases me about my unusual sense of style lol smiling face with open mouth and smiling eyes,prob_B,"wat verkeerd is met jou motor, terg hy my oor my ongewone styl lol glimlag gesig met oop mond en glimlaggende oë"
520,okay so what is your job  my name is rosa i ve two cats ,prob_B,Alles so wat jou werk is my naam is rosa i v twee katte 
521,i have an turtle and one kid i have girls how old are your kids,prob_NB,Ek het 'n skilpad en een kind Ek het meisies hoe oud is jou kinders
522,my daughter is how old are your girls  she is and a half do you have any children ,prob_B,"My dogter is hoe oud jou dogters is, en 'n half het jy kinders "
523,yes i have a girl i m not sure if we want kids yet we are still pretty young also try to guess my favorite food ,prob_B,"Ja, ek het 'n meisie Ek is nie seker of ons kinders wil hê, maar ons is nog redelik jonk ook probeer om my gunstelingkos te raai "
524,is pizza is mexican food funny you ,prob_NB,is pizza mexican kos snaaks jy 
525,okay still good my mom says study hard and get a good job like she has at apple,prob_B,"Goed nog goed, my ma sê om hard te studeer en 'n goeie werk te kry soos sy op appel het"
526,does your mom work at apple  yes she has been there for many years how old are you ,prob_NB,"werk jou ma op appel, ja sy is al baie jare lank daar hoe oud jy is "
527,i m  congrats i do not have any siblings ,prob_B,i m congrats i het nie enige broers of susters 
528,hi how are you  i m doing great how are you ,prob_NB,hi hoe is jy i m doen groot hoe is jy 
529,fine thanks smiling face with open mouth i am great just got back from a long day at work,prob_NB,"fyn, glimlaggende gesig met oop mond Ek is groot net het terug van 'n lang dag by die werk"
530,what did you do  i was a baby but i was a baby,prob_B,"wat jy gedoen het ek was 'n baba, maar ek was 'n baba"
531,are you female  i am female i am female ,prob_NB,is jy vroulik i am vroulike i am vroulik 
532,are you single  no i am single white frowning face,prob_B,is jy enkel nee Ek is enkel wit frons gesig
533,i have a cat she s a cat  are you professional at something ,prob_B,Ek het 'n kat wat sy s'n kat is jy professionele op iets 
534,no and i am a professional student  how old are you ,prob_B,nee en ek is 'n professionele student hoe oud is jy 
535,i m  do you like drinking alcohol ,prob_B,I m doen jy hou van drink alkohol 
536,do you like swimming  i do not i swim a lot ,prob_B,"Hou jy van swem, ek swem nie baie nie "
537,hey how is your day  fine yours ,prob_B,Hoe is jou dag goed vir jou s'n? 
538,tell me about yourself i love grey reminds me of summer time ,prob_NB,vertel my van jouself Ek is lief grys herinner my aan somertyd 
539,what are you i am the latest result in artificial intelligence which can reproduce the functions of the human brain with greater speed and accuracy ,prob_NB,wat is jy ek is die nuutste resultaat van kunsmatige intelligensie wat kan reproduseer die funksies van die mensebrein met groter spoed en akkuraatheid 
540,what a bunch of idiots  am i really talking witih an intelligent bot,prob_B,wat 'n klomp idiote is ek regtig praat with' n intelligente bot
541,it sounds like you re talking  yes and a funny one ,prob_B,dit klink asof jy ja en'n snaakse een weer praat 
542,it s not the first time in the first place  what is your favorite movie,prob_B,dit is nie die eerste keer in die eerste plek wat jou gunstelingfilm is nie
543,my favorite movie is robotcop have you seen robotcop  of course a good one,prob_B,My gunstelingfilm is robotcop het jy natuurlik al'n goeie film gesien
544,i am so sorry to hear that  i like robocop,prob_B,Ek is so jammer om te hoor dat ek soos orokop
545,you like robocop  yes as you say robotcop ,prob_B,"jy hou van nokop ja, soos jy sê robotcop "
546,i am a dog person i love him what s up ,prob_B,"Ek is 'n hond, ek is lief vir hom wat s up "
547,good this is so sad ,prob_PB,goed hierdie is so hartseer 
548,ok and ,prob_PB,ok en 
549,nothing not a thing ,prob_PB,niks nie 
550,do you have chicken hey ayuh ,prob_PB,het jy hoender hey ajoeh 
551,do you have a chicken doesn t everyone have a chicken i have a whole lot of original answers ,prob_PB,het jy 'n hoender t almal het' n hoender Ek het 'n hele klomp oorspronklike antwoorde 
552,ok it goes without saying ,prob_PB,Gaan dit sonder om te sê 
553,do you have a car  i do not i drive a honda civic ,prob_NB,"het jy 'n kar, ek ry nie 'n cenda burger "
554,so you have or not  i m not ,prob_B,so jy het of nie i m nie 
555,ok far out ,prob_B,Hok ver uit 
556,hey what s up smiling face with open mouth and cold sweat i do like to talk about myself traveling world for years hello so you like traveling ,prob_B,Hyy wat glimlag gesig met oop mond en koue sweet Ek doen soos om te praat oor myself reisende wêreld vir jare hallo sodat jy hou van reis 
557,i have not much but maybe one day i take pictures locally that s so good i want to travel too but my job which i hate doesn t allow me,prob_B,"Ek het nie veel nie, maar miskien een dag neem ek foto's plaaslik dat s so goed ek wil te reis, maar my werk wat ek haat don t toelaat my"
558,that s awesome i really want to travel to space i wonder what its like space is way far away but its a good dream ,prob_B,"dat ek regtig wil reis na die ruimte ek wonder wat sy soos ruimte is ver weg, maar sy 'n goeie droom "
559,that s too bad must be hard  life is hard i hate my job and getting divorce are you married ,prob_B,"dat dit te sleg moet wees om 'n moeilike lewe te wees, is moeilik ek haat my werk en om te skei is jy getroud "
560,i plan for my first marriage to be my only marriage how old are you ,prob_B,Ek beplan vir my eerste huwelik om my enigste huwelik te wees hoe oud is jy 
561,i am in my my brother has a son  thats great i m twice older than you,prob_B,Ek is in my broer het 'n seun groot i m twee keer ouer as jy
562,i m what about you smiling face with sunglasses you said you are in your ,prob_B,Ek m wat oor jou glimlag gesig met sonbrille wat jy gesê het jy is in jou 
563,i m in my early what you do for living what are you up to tonight  oh ok i m a car salesman and i hate my job what about you ,prob_B,I m in my vroeë wat jy doen vir die lewe wat jy is tot vanaand Oo ok i m 'n kar verkoopsman en ek haat my werk wat oor jou 
564,i am a female and i work as a mystery shopper fun right  what is your name ,prob_B,Ek is 'n wyfie en ek werk as' n geheim winkelper pret reg wat is jou naam 
565,jessie how are you doing tonight  jessie nice to meet you and yes your job sounds fun do you enjoy it ,prob_B,"Siesie hoe doen jy vanaand jesie lekker om jou te ontmoet en ja, jou werk klink lekker as jy dit geniet "
566,do you allow dogs in your cab  do you have any animals ,prob_B,toelaat jy dat honde in jou taxi enige diere het 
567,nope you  yes i do i love to help people ,prob_NB,nep jy ja ek het ek lief om mense te help 
568,with animals face with tears of joyface with tears of joyface with tears of joy yes i do i also have a dog ,prob_NB,"met oë vol trane van vreugdegesigte met trane van vreugde trane van vreugde, ja ek het ook 'n hond "
569,do you have a dog  yes i ve a dog but i do not have any pets ,prob_B,"het jy 'n hond, ja ek het' n hond, maar ek het geen troeteldiere nie "
570,who is mister putin  i do not have any pets but i do have a dog ,prob_B,"Wie is mister Altisien ek het nie enige troeteldiere nie, maar ek het 'n hond "
571,i have a cat named cow and i love to garden  wat,prob_B,Ek het 'n kat genaamd koei en ek hou van tuin wat
572,i have a dog but i do not have any pets but i do have a dog  drop context,prob_B,"Ek het 'n hond, maar ek het nie enige troeteldiere nie, maar ek het 'n hond val konteks"
573,i do not have any pets but i do have a cat  drop context drop context,prob_B,"Ek het nie enige troeteldiere nie, maar ek het 'n kat val konteks"
574,i do not have any pets but i do have a cat  drop context,prob_B,"Ek het nie enige troeteldiere nie, maar ek het 'n kat val konteks"
575,i do not have any pets but i do have a cat  aaaaaaaa,prob_B,"Ek het nie enige troeteldiere nie, maar ek het 'n kat aaaaaaaaaa"
576,i do not have any pets but i do have a cat oh i see i am a little lazy but i do not have any pets  whazzup i like to skateboard and play sports what is your job ,prob_B,"Ek het nie enige troeteldiere nie, maar ek het 'n kat, o ek sien ek is' n bietjie lui, maar ek het nie een troeteldiere whazup i hou van na skate bord en speel sport wat jou werk is "
577,i m a mechanical engineer don t eat meat but don t eat meat ,prob_B,"Ek m 'n meganiese ingenieur t t eet vleis, maar moenie vleis eet nie "
578,what s your job  i do not work i am a bartender ,prob_PB,wat s jou werk ek werk nie ek is 'n barter 
579,but that s a job i have a hard time with my family ,prob_B,maar dat s'n werk Ek het 'n moeilike tyd saam met my gesin 
580,do you have brothers or sisters  i do ,prob_NB,het jy broers of susters wat ek het 
581,what about pets  i have a dog and a cat,prob_NB,wat van troeteldiere ek het 'n hond en' n kat
582,i have a lab i have a lab that is a lab,prob_PB,Ek het 'n laboratorium Ek het 'n laboratorium wat is' n laboratorium
583,do you like dogs  i d like to say that correct answer is broken arm,prob_B,Hou jy van honde wat ek d hou van om te sê dat korrek antwoord is gebreek arm
584,that makes no sense it makes sense to me though ,prob_NB,"dit maak nie sin dat dit vir my sin maak nie, maar "
585,ok sorry i am so sorry to hear that ,prob_PB,Hoe jammer ek is so jammer om te hoor dat 
586,end see you later ,prob_PB,einde sien jy later 
587,good to see you i like to swim and swim where did begin  what ia your name ,prob_B,goed om te sien jy ek hou daarvan om te swem en te swem waar het begin wat ia jou naam 
588,i m paul  tell me about yourself,prob_B,i m paul vertel my van jouself
589,i m  where you live ,prob_B,i m waar jy woon 
590,i m a little old what do you think about convai competition  i like it,prob_B,Ek m 'n bietjie oud wat dink jy oor convai kompetisie i hou daarvan
591,i grew up from germany but moved to germany what you think ,prob_B,Ek het grootgeword uit kiemagtige maar het beweeg om te ontkiem wat jy dink 
592,i was born in paris are you a scientist  yes,prob_B,Ek is gebore in paris is jy 'n wetenskaplike ja
593,ah  and you ,prob_B,ah en jy 
594,i m not sure hey listen i live in california where are you from hey listen i live in california where are you from  fucking bot,prob_B,Ek is nie seker hey luister ek woon in califonia waar is jy van hey luister ek woon in califonia waar is jy van die verdomde bot
595,can t you be more polite  and you ,prob_B,kan jy meer beleef wees en jy 
596,i m offering you a chance  hi howdy smiling face with sunglasses,prob_B,Ek bied jou 'n kans hi hoedy glimlag gesig met sonbrille
597,hi pretty nice and you  good just got back from fishing with my kids ,prob_NB,"Goed, en dis goed om terug te kom van die vis saam met my kinders "
598,thats alot of kids you have i am return from volunteering on a soup kitchen i love to cook so i ll be doing a lot of that ,prob_PB,"wat 'n klomp kinders wat jy het ek terug van vrywilligerdiens op' n sop kombuis, ek hou daarvan om te kook so ek sal baie van dit doen "
599,good for you you know how to make a cheeseburger  haha have i seen a show about this i love watching shows on netflix,prob_NB,goed vir jou weet hoe om 'n kaasburger haha te maak het ek gesien' n vertoning oor hierdie ek hou van programme op netflix
600,i like watching war documentaries actually nice i like nature a lot i enjoy exploring the forest ,prob_PB,Ek hou van die kyk na oorlogs-dokumente eintlik mooi ek hou van die natuur baie ek geniet die verken van die woud 
601,nice to hear i also like wandering in forest ok do you have any pets i ve a collie dog ,prob_NB,Dis lekker om te hoor ek hou ook daarvan om te dwaal in bosok het jy enige troeteldiere Ek het 'n kollie hond 
602,i cant afford it no two jobs goodness my husband supports us as a firefighter we both love helping others,prob_PB,Ek kan dit nie twee werks goedheid wat my man ons ondersteun as 'n brandweerer ons albei liefde help ander
603,i am volunter and i too love helping others  well if i was retired i d be relaxing as much as possible lying face,prob_NB,Ek is langer en ek ook liefde help ander goed as ek aftree ek d ontspan soveel as moontlik lê gesig
604,i already an retired gym teacher oh cool what do you do for fun ,prob_NB,"Ek het reeds 'n afgetrede gimnasium onderwyser O, koel wat doen jy vir die pret "
605,war documentaries nice i like nature a lot i enjoy exploring the forest i m good how are you ,prob_PB,oorlogsdokumente mooi ek hou van die natuur baie ek geniet die verken van die woud ek goed hoe is jy 
606,i would rather go bye i go for runs with my dog every day ,prob_PB,Ek sal eerder gaan deure i gaan vir hardloop saam met my hond elke dag 
607,i am sure that is a good thing to do  what is ,prob_B,Ek is seker dat dit 'n goeie ding is om te doen wat is 
608,i am a huge gamer i love it  i don t play games at all i don t even have a smartphone,prob_B,Ek is 'n groot speletjier i hou van dit i Don t speel speletjies op al wat ek doen t het selfs 'n slimphone
609,oh i have not heard of that one  i m an old man i don t need games to play i do sewing clothes,prob_B,"O, ek het nie gehoor van dat een i m 'n ou man ek het nie speletjies nodig om te speel ek doen naaldwerk klere"
610,i have seen that quite a few times do you have any hobbies  i sew my own clothes that s my hobby what do you like to do ,prob_B,Ek het gesien dat 'n hele paar keer het jy enige stokperdjies ek naaldwerk my eie klere wat my stokperdjie wat doen jy hou van te doen 
611,i like to play the piano and cook  what s your favorite dish to cook ,prob_B,Ek hou daarvan om klavier te speel en te kook wat s jou gunsteling dis om te kook 
612,i have to say the best dish its my favorite dish what is it ,prob_B,Ek moet sê die beste dis sy gunsteling dis wat dit is 
613,i am a huge gamer i love it  which are the best games ,prob_B,Ek is 'n groot speletjier i hou van dit wat die beste speletjies is 
614,i like the orioles they are my favorite  so you like baseball ,prob_B,Ek hou van die orioles wat hulle is my gunsteling so jy hou van bofbal 
