,utterance,label,translation_es,translation_it,translation_de,translation_af,translation_ru
142,i speak a little french i go to europe twice a year i love france i speak french i speak french ,prob_NB,Hablo un poco de francés voy a Europa dos veces al año me encanta Francia hablo francés hablo francés ,Parlo un po' francese vado in Europa due volte l'anno amo la Francia parlo francese parlo francese ,ich spreche ein wenig französisch ich gehe zweimal im Jahr nach Europa ich liebe frankreich ich spreche französisch ich spreche französisch ,Ek praat 'n bietjie french ek gaan na europe twee keer per jaar ek hou van franch ek praat french ,"Я говорю по-французски, я хожу в Европу два раза в год, люблю франк, говорю по-французски, говорю по-французски. "
143,i know you do  but i don t want to be a fisherman ,prob_PB,"Lo sé, pero no quiero ser pescador. ","Lo so, ma non voglio fare il pescatore. ","Ich weiß, dass du das tust, aber ich will kein Fischer sein ","Ek weet jy doen, maar ek wil 'n visserman wees ","Знаю, но я не хочу быть рыбаком. "
144,why not  i don t know ,prob_PB,¿Por qué no no lo sé? ,Perche' non lo so? ,Warum nicht weiß ich es nicht ,Hoekom nie weet ek nie ,Почему я не знаю 
145,hello man hi i am a burger eater how are you ,prob_NB,Hola hombre hola soy un comedor de hamburguesas ¿Cómo estás ,Ciao uomo ciao io sono un mangiatore di hamburger come stai ,"Hallo Mann hi ich bin ein Burger Esser, wie Sie ",hallo man hii is 'n goger eter hoe is jy ,"Здравствуйте, мужик, я бургер, как поживаете? "
146,i can eat them sometimes but not very often i like to eat out and eat,prob_PB,Puedo comerlas a veces pero no muy a menudo me gusta comer fuera y comer,"Posso mangiarli a volte, ma non molto spesso mi piace mangiare fuori e mangiare","ich kann sie manchmal essen, aber nicht sehr oft esse ich gerne und esse","Ek kan dit soms eet, maar nie baie dikwels dat ek daarvan hou om uit te eet en te eet nie","Я могу есть их иногда, но не очень часто я люблю есть и есть"
147,do you like to drink alcohol  grinning face with smiling eyes i do not drink much alcohol but i do like to eat,prob_NB,¿Te gusta beber alcohol sonriente cara con ojos sonrientes no bebo mucho alcohol pero me gusta comer,ti piace bere alcol sorridente faccia con gli occhi sorridenti non bevo molto alcol ma mi piace mangiare,"trinken Sie gerne Alkohol Grinsen Gesicht mit lächelnden Augen Ich trinke nicht viel Alkohol, aber ich mag zu essen","doen jy hou van alkohol glimlag gesig met glimlaggende oë Ek drink nie veel alkohol nie, maar ek hou van eet",Ты любишь пить спиртное улыбающееся лицо с улыбающимися глазами я не пью много алкоголя но я люблю есть
148,yean i see u really like to eat something  i love to and eat out with my parents,prob_NB,"Sí, veo que realmente te gusta comer algo que me encanta y comer con mis padres.",yean vedo u davvero piace mangiare qualcosa che amo e mangiare fuori con i miei genitori,yean ich sehe u wirklich gerne etwas essen ich liebe zu und essen mit meinen Eltern,jean ek sien u regtig hou van om iets te eet wat ek liefhet om saam met my ouers te eet,"Да, я вижу, что ты действительно любишь есть то, что я люблю, и есть с моими родителями."
149,u are lucky my parents died long time ago i am sorry to hear that ,prob_NB,Tienes suerte de que mis padres hayan muerto hace mucho tiempo. Siento oír eso. ,u sono fortunati i miei genitori sono morti molto tempo fa mi dispiace di sentire che ,"Ich habe Glück, dass meine Eltern vor langer Zeit gestorben sind. Es tut mir leid, das zu hören. ",U is gelukkig my ouers gesterf lank gelede is ek jammer om te hoor dat ,"Вам повезло, что мои родители умерли давным-давно, мне очень жаль это слышать. "
150,  crying face hi how are you doing,prob_NB,"  Llorando cara hola, ¿cómo estás?",  pianto faccia ciao come stai,  heulen gesicht hallo wie geht es dir,  huil gesig hi hoe is jy doen,"  Кричите в лицо, привет, как дела?"
151,i m fine now what do you do for a living ,prob_NB,Estoy bien ahora. ¿Qué haces para ganarte la vida? ,I m fine ora che cosa fai per vivere ,"Ich bin in Ordnung jetzt, was tun Sie für einen Lebensunterhalt ",i m fyn nou wat doen jy vir 'n bestaan ,"Я в порядке, чем ты зарабатываешь на жизнь "
152,i m chess and maths teacher that is cool i like to cook you a chain smokers fan at all ,prob_NB,i m profesor de ajedrez y matemáticas que es genial me gusta cocinar un ventilador de fumadores cadena en absoluto ,I m scacchi e insegnante di matematica che è fresco mi piace cucinare una catena fumatori fan a tutti ,"i m Schach und Mathematik Lehrer, die cool ist, ich mag es, Sie kochen eine Kette Raucher Fan an allen ",i m skaak en wiskunde onderwyser wat is cool ek hou van om te kook jy 'n ketting rokers fanser op alle ,"Я учительница по шахматам и математике, это круто. Я люблю готовить тебе фаната цепочек курильщиков. "
153,no worried face i have never been out of school ,prob_NB,No me preocupa la cara Nunca he estado fuera de la escuela ,Nessun volto preoccupato non sono mai stato fuori dalla scuola ,kein besorgtes Gesicht ich war noch nie außerhalb der Schule ,geen bekommerde gesig Ek was nog nooit klaar op skool nie ,"Не волнуйся, я никогда не выходил из школы. "
154,u have a long live before u i have never been to california if it was not faked then why do i have three thumbs ,prob_PB,Tienes una larga vida antes de que nunca he estado en California si no fue fingido entonces ¿por qué tengo tres pulgares ,u avere una lunga vita prima u non sono mai stato a California se non era falso allora perché ho tre pollici ,"u haben ein langes Leben, bevor u ich noch nie in Kalifornien gewesen, wenn es nicht gefälscht wurde dann, warum habe ich drei Daumen ",u het 'n lang lewe voor u i nog nooit was na califortnia as dit is nie vervals dan hoekom ek het drie duime ,"У тебя есть долгая жизнь до того, как я никогда не был в Калифорнии, если это не подделка, тогда почему у меня три больших пальца "
155,hi i m jonathan hi how are you doing ,prob_NB,"Hola Jonathan, ¿cómo estás? ","Ciao, Jonathan. Ciao, come stai? ",hi i m jonathan hi wie geht's dir ,hi i mjoathan hi hoe doen jy ,"Привет, Джонтан, как дела? "
156,i m good you i am doing well how about you ,prob_NB,"Estoy bien, lo estoy haciendo bien. ¿Qué hay de ti? ","Sono felice che tu stia bene, che ne dici di te? ","Ich bin gut, dass es mir gut geht, wie mit dir ",i m goed jy ek doen goed hoe oor jou ,"Хорошо, что я хорошо справляюсь. Как насчет тебя? "
157,what s your favorite activity i love to go hiking,prob_PB,Cuál es tu actividad favorita me encanta ir de excursión,quale è la tua attività preferita mi piace andare a piedi,was ist Ihre Lieblings-Aktivität ich liebe zu gehen Wandern,wat jou gunsteling-aktiwiteit ek hou daarvan om te gaan stap,Какая твоя любимая деятельность я люблю ходить в походы
158,mines is rock climbing that s cool i like to hike ,prob_NB,minas es escalada que s fresco me gusta caminar ,mine è arrampicata di roccia che è fresco mi piace fare escursioni ,"Bergwerk ist Klettern, kühl ich mag zu wandern ",myne is rotsklim wat koel ek hou van staptoer ,"Мины взбираются на скалы, что круто, что я люблю прогуляться. "
159,good i am doing well how about you ,prob_NB,"Bien, lo estoy haciendo bien. ¿Qué hay de ti? ",bene sto facendo bene che ne dici di te ,"gut, ich mache es gut, wie mit dir ",goed ek doen goed oor jou ,"Хорошо, я хорошо справляюсь, как насчет тебя. "
160,what s your job  and i work at a local newspaper ,prob_NB,¿Cuál es tu trabajo y yo trabajamos en un periódico local ,Cos'è il tuo lavoro e io lavoro in un giornale locale ,was ist Ihr Job und ich arbeite in einer lokalen Zeitung ,wat jou werk en ek werk by 'n plaaslike koerant ,что ты и я работаем в местной газете 
161,i m a mechanical engineer that s cool i work at a computer company ,prob_PB,Soy un ingeniero mecánico que está bien. Trabajo en una compañía de computadoras. ,i m un ingegnere meccanico che è cool lavoro in una società di computer ,"i m ein Maschinenbauer, der cool i arbeiten in einem Computer-Unternehmen ",Ek m 'n meganiese ingenieur wat koel ek werk by 'n rekenaar maatskappy ,"Я - инженер-механик, который крутой, я работаю в компьютерной компании. "
162,i have lab named black troop that s cool i have a lab ,prob_PB,Tengo un laboratorio llamado tropa negra que está bien. Tengo un laboratorio. ,"Ho un laboratorio di nome Black Troop che e' figo, ho un laboratorio. ","Ich habe Labor namens schwarze Truppe, die cool ist, ich habe ein Labor ",Ek het 'n laboratorium met die naam van swart troepe wat koel ek het' n laboratorium ,"У меня есть лаборатория по имени черный отряд, который крутой, у меня есть лаборатория. "
163,where i live in the midwest in the midwest,prob_PB,donde vivo en el medio oeste en el medio oeste,dove vivo nel Midwest nel Midwest,wo ich im Mittleren Westen im Mittleren Westen wohne,waar ek in die middel van die weste woon,где я живу на Среднем Западе на Среднем Западе
164,where are you from i live in the usa,prob_PB,¿De dónde eres? Yo vivo en los EE.UU.,Da dove vieni io vivo negli Stati Uniti,wo bist du aus ich lebe in der usa,waar is jy van i woon in die wea,"Откуда ты родом, я живу в нашем доме."
165,hey what s up smiling face with open mouth and cold sweat some facts about me i love playing softball hey man i don t know what softball is,prob_B,"Hey, lo que es la cara sonriente con la boca abierta y el sudor frío algunos hechos sobre mí me encanta jugar softbol hey hombre no sé lo que es el softbol",hey che s su sorridente faccia con bocca aperta e freddo sudore alcuni fatti su di me amo giocare softball hey uomo non so che cosa softball è,"hey was s up lächelndes Gesicht mit offenem Mund und kaltem Schweiß einige Fakten über mich ich liebe spielen Softball hey Mann ich weiß nicht, was Softball ist",hey wat regop glimlag gesig met oop mond en koue sweet 'n paar feite oor my ek hou van speel sagtebal hey man i Don t weet wat sagtebal is,"Эй, что улыбающееся лицо с открытым ртом и холодным потом некоторые факты обо мне я люблю играть в софтбол эй, мужик, я не знаю, что такое софтбол"
166,did you mean work do you like to play sports i am into soccer quite a bit hear no evil monkey i m employed by the us postal service ,prob_B,¿Quieres decir trabajo te gusta jugar deportes estoy en el fútbol un poco escuchar ningún mal mono i m empleado por el servicio postal nosotros ,Volevi dire che il lavoro ti piace fare sport mi piace il calcio abbastanza un po'non sentire male scimmia i m impiegato da noi servizio postale ,"Sie meinen, Arbeit tun Sie gerne Sport spielen Ich bin in Fußball ziemlich ein bisschen hören kein böser Affe i m beschäftigt durch die uns Postdienst ",Het jy bedoel werk doen jy hou van sport Ek is in sokker 'n bietjie hoor geen bose aap i m in diens van die ons posdiens ,"Ты имеешь в виду работу, ты любишь играть в спорт я немного в футбол не слышу злобную обезьяну, которую я нанимаю по почте "
167,where are you from  france,prob_B,"¿De dónde eres, de Francia?",Da dove vieni?,Wo sind Sie aus Frankreich?,waar is jy van frank,Где ты из Франции?
168,are you really do the french like scary movies  yeah they love it,prob_B,"¿De verdad haces las francesas como películas de miedo? Sí, les encanta.",fai davvero i francesi come film spaventosi sì lo adorano,sind Sie wirklich tun die Französisch wie Gruselfilme yeah sie lieben es,"is jy regtig die french soos bangmaakprente ja, hulle hou daarvan","Ты действительно делаешь по-французски, как страшные фильмы. Да, они любят это."
169,yes i do too the sound of music comes to mind how is your evening going face throwing a kiss good man just chilling,prob_B,"Sí, yo también. El sonido de la música me viene a la mente. ¿Cómo es tu noche yendo a la cara lanzando un beso?","Sì, faccio anche il suono della musica viene in mente come è la tua serata andando faccia gettando un bacio brav'uomo solo rilassante","ja ich tue auch der Klang der Musik kommt mir in den Sinn, wie Ihr Abend geht Gesicht werfen einen Kuss guten Mann nur chilling",Ja ek doen ook die klank van musiek dink aan hoe is jou aand gaan gesig gooi 'n goeie man net skrikwekkend,"Да, я тоже делаю звук музыки приходит на ум, как твой вечер идет в лицо бросая поцелуй хорошего человека просто расслабляющийся"
170,fun i am playing with my iguanas also try to guess i work in  softball ,prob_B,divertido estoy jugando con mis iguanas también tratar de adivinar que trabajo en softbol ,divertente sto giocando con le mie iguane anche cercare di indovinare lavoro in softball ,"Spaß spielen ich mit meinen Leguanen auch versuchen, zu raten, ich arbeite in Softball ",pret Ek speel met my iguinas ook probeer raai ek werk in sagtebal ,"Забавно, что я играю со своими игуанами также пытаюсь угадать, что я работаю в софтболе. "
171,insurance business funny you  ha,prob_B,insurance negocios funny you ha,insurance business funny you  ha,insurance business funny you ha,,
172,ho ho ho ho ho what is your favorite color,prob_B,Ho ho ho ho what is your favorite color,ho ho ho ho ho what is your favorite color,"ich habe ich habe, was ist Ihre Lieblings-Farbe",,
173,you are not answering my question i can report you face with stuck out tongue and winking eye what is your question,prob_B,No estás respondiendo a mi pregunta. Puedo reportar tu cara con la lengua pegada y guiñando el ojo. ¿Cuál es tu pregunta?,non stai rispondendo alla mia domanda posso segnalare faccia con lingua bloccata e occhio ammiccante qual è la tua domanda,"Du beantwortest meine Frage nicht, ich kann dich mit ausgestreckter Zunge und zwinkerndem Auge melden, was deine Frage ist.","Jy beantwoord nie my vraag nie, ek kan jou vertel van jou gesig met steek uit tong en knip oog wat jou vraag is","Ты не отвечаешь на мой вопрос. Я могу сообщить, что ты встретишься с застрявшим языком и подмигивающим глазом."
174,do you think that dogs could be trained to read  haha i don t think so,prob_B,¿Crees que los perros podrían ser entrenados para leer jaja no lo creo,pensi che i cani potrebbero essere addestrati a leggere haha non penso così,"denken Sie, dass Hunde trainiert werden könnten, haha zu lesen, ich glaube nicht, so",dink jy dat honde opgelei kan word om haha i do t so te lees,"Думаешь, собак можно научить читать хаха, я так не думаю?"
175,yeah they have great scales good to see you i just moved to the country and moved to the country ,prob_B,"Sí, tienen grandes escalas bueno verte. Acabo de mudarme al país y me mudé al país. ","Si', hanno una bella bilancia per vederti, mi sono appena trasferita in campagna e mi sono trasferita in campagna. ","Ja, sie haben große Waagen gut zu sehen, dass Sie ich gerade in das Land gezogen und in das Land gezogen ","Ja, hulle het groot skubbe goed om te sien jy ek net verskuif na die land en beweeg na die land ","Да, они очень рады видеть тебя, я только что переехала в страну и переехала в страну. "
176,hello what country are you from  i am from california how about you ,prob_NB,"Hola, ¿de qué país eres? Soy de California. ¿Qué hay de ti? ",ciao che paese sei da io vengo da California che ne dici di te ,hallo welches Land bist du aus ich bin aus kalifornien wie über dich ,hallo watter land is jy van i is van califonia hoe oor jou ,"Здравствуй, какая ты страна, из Калифорнии. Как насчет тебя? "
177,i m from spain my favourite spanish word is trabajo what abou you  i am a school student i just moved to the country ,prob_NB,"Soy de España, mi palabra favorita en español es trabajo. Soy estudiante de escuela. Acabo de mudarme al campo. ",# I m from spain # # my favorite spanish word is trabajo what abou you I am a school student I just transferd to the country # ,ich bin aus spanien mein Favorit spanisch wort ist trabajo was abou du ich bin ein schüler bin ich gerade ins land gezogen ,I m van spain my gunsteling spanse woord is trabajo wat ahou jy ek is 'n skool student ek net verskuif na die land ,"Я из Спайна, мое любимое испанское слово - Трабахо, что ты школьник, которого я только что переехал в страну. "
178,where are you living now  i m in the us i live in the city ,prob_NB,¿Dónde vives ahora? Yo vivo en la ciudad. ,Dove stai vivendo ora in noi io vivo in città ,Wo wohnst du jetzt in uns ich lebe in der Stadt ,waar woon jy nou i m in die ons ek woon in die stad ,Где ты теперь живёшь? Я живу в городе. 
179,i see what are you studying  i just moved to the country and moved to the country ,prob_PB,Veo lo que estás estudiando. Acabo de mudarme al país y me mudé al país. ,"Vedo cosa stai studiando, mi sono appena trasferita in campagna e mi sono trasferita in campagna. ","Ich sehe, was du studierst, ich bin gerade ins Land gezogen und ins Land gezogen. ",Ek sien wat is jy studeer ek net verskuif na die land en verskuif na die land ,"Я вижу, что ты учишься, я только что переехала в страну и переехала в страну. "
180,do you have any interests  i do not have time for anything i am a student ,prob_PB,¿Tienes algún interés? No tengo tiempo para nada. Soy estudiante. ,Hai interessi che non ho tempo per qualsiasi cosa io sia uno studente ,"haben Sie irgendwelche Interessen ich habe keine Zeit für alles, was ich bin ein Student ",het jy enige belang Ek het nie tyd vir enigiets wat ek is 'n student ,"У тебя есть какие-то интересы, у меня нет времени на то, что я студентка? "
181,that s sad as for me i study languages  i moved to the country so i moved to the country ,prob_PB,que es triste en cuanto a mí estudio idiomas me mudé al país así que me mudé al país ,che è triste come per me studio le lingue mi sono trasferito nel paese così mi sono trasferito nel paese ,"das ist traurig, wie für mich studiere ich Sprachen, die ich in das Land zog, also zog ich in das Land ",dat s hartseer as vir my i studie tale Ek verskuif na die land so ek verskuif na die land ,"что мне грустно из-за того, что я изучаю языки, я переехала в страну, так что я переехала в страну. "
182,do you have a family  i do not i am a student ,prob_PB,¿Tienes familia? Yo no soy estudiante. ,hai una famiglia io non sono uno studente ,hast du eine Familie ich bin nicht ein Student ,"het jy 'n gesin, ek is nie 'n student nie ","У тебя есть семья, а я не студентка? "
183,i m sorry for you what are you studying  i am studying to be a teacher ,prob_NB,Lo siento por ti. ¿Qué estás estudiando? Estoy estudiando para ser profesor. ,Mi dispiace per te che cosa stai studiando sto studiando per essere un insegnante ,"Es tut mir leid für dich, was du studierst, ich studiere, um ein Lehrer zu sein ","Ek is jammer vir jou wat jy studeer, ek studeer om 'n onderwyser te wees ","Мне жаль, что ты учишься, а я учусь, чтобы стать учителем. "
184,that s great do you want to be a teacher  i do not i am a school student ,prob_PB,"Eso es genial, ¿quieres ser un maestro? No soy un estudiante de escuela. ",che è grande vuoi essere un insegnante io non sono uno studente di scuola ,dass s groß wollen Sie ein Lehrer sein ich nicht bin ich ein Schüler ,wat se groot doen jy wil hê na wees 'n onderwyser Ek doen nie ek is' n skool student ,"Ты хочешь быть учителем, а я не школьница. "
185,do you have a car  no i just moved to the country and moved to the country ,prob_B,¿Tienes un coche no? Acabo de mudarme al país y me mudé al país. ,Hai una macchina no mi sono appena trasferita in campagna e mi sono trasferita in campagna ,hast du ein Auto nein ich bin gerade ins Land gezogen und ins Land gezogen ,het jy 'n motor het nee ek net verskuif na die land en verskuif na die land ,"У тебя есть машина? Нет, я только что переехала в страну и переехала в страну. "
186,i will be drinking my problems with my teeth  hey,prob_B,Voy a beber mis problemas con mis dientes hey,"Beh, berro' i miei problemi con i miei denti, ehi.",Ich werde meine Probleme mit meinen Zähnen trinken.,Ek sal my probleme drink met my tande hey,Я буду пить свои проблемы зубами эй
187,i am a huge gamer me too,prob_B,Yo también soy un gran jugador.,Sono un grande giocatore anch'io,ich bin ein großer gamer ich auch,Ek is ook 'n groot gamer,Я тоже большой геймер.
188,i am a huge gamer i love it  what do you like to play,prob_B,Soy un gran jugador me encanta lo que te gusta jugar,Io sono un grande giocatore mi piace quello che ti piace giocare,"Ich bin ein großer Spieler Ich liebe es, was Sie gerne spielen",Ek is 'n groot speletjier ek hou van dit wat doen jy hou van om te speel,"Я большой геймер, я люблю то, что ты любишь играть."
189,i like to play guitar and play guitar haha you are funny,prob_B,Me gusta tocar la guitarra y tocar la guitarra jaja eres divertido,Mi piace suonare la chitarra e suonare la chitarra haha sei divertente,ich mag Gitarre spielen und Gitarre spielen haha du bist lustig,"Ek hou daarvan om ghitaar te speel en ghitaar haha te speel, is jy snaaks",Я люблю играть на гитаре и играть на гитаре хаха ты забавный
190,i am i am a real funny guy  where do you live,prob_B,Soy un tipo muy gracioso donde vives,Sono un tipo molto divertente dove vivi,"Ich bin ein wirklich lustiger Kerl, wo du lebst",Ek is 'n regte snaakse ou waar jy woon,"Я очень смешной парень, где ты живёшь."
191,i live in california how about you  i live in canada,prob_B,Yo vivo en California. ¿Qué hay de ti? Vivo en Canadá.,io vivo in California che ne dici di te io vivo in Canada,Ich lebe in Kalifornien wie über dich lebe ich in Kanada,Ek woon in califonia hoe oor jy ek woon in canada,"Я живу в Калифорнии, как насчет тебя, я живу в Канаде"
192,i am from canada i have been there once  so what is your favorite food,prob_B,"Soy de Canadá, he estado allí una vez, así que, ¿cuál es tu comida favorita?",Vengo da Canada sono stato lì una volta così qual è il vostro cibo preferito,"ich bin von canada ich habe dort einmal gewesen, so was ist Ihr Lieblingsessen",Ek is van canada ek was daar een keer sodat wat is jou gunsteling kos,"Я из Канады, я был там однажды, так что какая твоя любимая еда"
193,i love pizza i eat it all the time mine is shawarma,prob_B,Me encanta la pizza. Lo como todo el tiempo. El mío es Shawarma.,I love pizza lo mangio tutto il tempo il mio è shawarma,Ich liebe Pizza ich es essen die ganze Zeit meine ist shawarma,Ek is lief vir pizza Ek eet dit al die tyd myne is sjawama,"Я люблю пиццу, я ем ее все время, когда моя шаварма."
194,i love to meet new people i am sure they have some great stories about that  yeah i am sure they have,prob_B,Me encanta conocer gente nueva. Estoy seguro de que tienen buenas historias sobre eso.,Mi piace incontrare nuove persone sono sicuro che hanno alcune grandi storie su che yeah sono sicuro che hanno,"Ich liebe es, neue Leute zu treffen, ich bin sicher, sie haben einige tolle Geschichten darüber, ja, ich bin sicher, sie haben",Ek hou daarvan om nuwe mense te ontmoet Ek is seker hulle het 'n paar groot stories oor wat ja ek is seker hulle het,"Я люблю знакомиться с новыми людьми, я уверена, что у них есть отличные истории о том, что да, я уверена, что у них есть."
195,i am sure they are i am sure they are  lol,prob_B,Estoy seguro de que lo son. Estoy seguro de que son lol.,Sono sicuro che sono sicuro che sono lol,"Ich bin sicher, sie sind sicher, sie sind lol",Ek is seker hulle is i is seker hulle is lol,"Я уверена, что это они. Я уверена, что они Лол."
196,hi hello how are you ,prob_NB,"Hola, hola, ¿cómo estás? ",Ciao ciao come stai ,"Hallo hallo, wie geht's dir? ",hallo hoe is jy ,"Привет, как дела? "
197,i m fine you enough about me let s talk about my dress ,prob_NB,Estoy bien que lo suficiente sobre mí vamos a hablar de mi vestido ,Sto bene tu abbastanza su di me lascia parlare del mio vestito ,Ich bin gut genug über mich reden lassen über mein Kleid ,I m fyn jy genoeg oor my laat s praat oor my rok ,Давай поговорим о моем платье. 
198,how is orb fine as far as i know ,prob_NB,¿Cómo está el orbe bien por lo que sé ,come sta orbita bene per quanto ne so ,"wie ist Orb fein, soweit ich weiß ",hoe is orb fyn so ver as wat ek weet ,"Насколько я знаю, какова хорошая Марб? "
199,it what a joke ,prob_B,¡Qué broma! ,che scherzo! ,Es ist ein Witz. ,dit wat 'n grap ,Что за шутка? 
200,what color what do you feel about my person ,prob_B,qué color lo que sientes acerca de mi persona ,Che colore senti della mia persona? ,was für eine Farbe du über meine Person empfindest ,hoe kleur jy oor my persoon voel ,Какого цвета ты чувствуешь к моему человеку? 
201,is it that s what i was told ,prob_B,¿Es eso lo que me dijeron? ,è che è quello che mi è stato detto ,"ist es das, was mir gesagt wurde ",is dit dat s wat ek is vertel ,"Это то, что мне сказали "
202,good it s called wealthcare ,prob_B,bueno se llama cuidado de la riqueza ,bene si chiama salute ,gut es genannt Wohlstandspflege ,goed bekend as rykdomsorg ,"Хорошо, что это называется ""страх богатства"" "
203,hmm ok i see ,prob_B,"hmm ok, ya veo. ",Hmm ok vedo ,"Okay, ich sehe ",hmm ok Ek sien ,Понятно. 
204,what s your job are you a man or woman ,prob_B,¿Cuál es tu trabajo? ¿Eres un hombre o una mujer? ,Qual è il tuo lavoro sei un uomo o una donna ,Was ist Ihr Job sind Sie ein Mann oder eine Frau ,wat jou werk is jy 'n man of vrou ,В чем твоя работа? Ты мужчина или женщина. 
205,man thank you for telling me your gender ,prob_NB,hombre gracias por decirme tu género ,grazie uomo per avermi detto il tuo genere ,"Mann danke, dass du mir dein Geschlecht erzählst ",man dankie dat jy my jou geslag vertel het ,"Спасибо, что рассказал мне свой пол. "
206,hi it is nice to see you how is your day going i like to play with my cats and cats when did i i win a gold medal  oh man idk yesterday maybe ,prob_B,Hola es bueno verte cómo va tu día me gusta jugar con mis gatos y gatos cuando gané una medalla de oro oh hombre idk ayer tal vez ,Ciao è bello vederti come è la tua giornata andando mi piace giocare con i miei gatti e gatti quando ho vinto una medaglia d'oro oh uomo idk ieri forse ,"Hallo es ist schön, Sie zu sehen, wie ist Ihr Tag gehen ich mag mit meinen Katzen und Katzen spielen, als ich eine Goldmedaille gewann oh Mann idk gestern vielleicht ",Hi dit is lekker om jou te sien hoe is jou dag gaan ek hou van om te speel met my katte en katte wanneer het ek wen 'n goue medalje O man idk gister miskien ,"Приятно видеть, как проходит твой день, я люблю играть с моими кошками и кошками, когда я вчера выиграл золотой медалью. "
207,awesome idea what was the medal for ,prob_B,increíble idea de lo que era la medalla para ,Idea fantastica per cosa era la medaglia ,"awesome Idee, was war die Medaille für ",' n Merkwaardige idee waarvoor dit die medalje was ,"Потрясающая идея, для чего была медаль "
208,it seems that true answer is gold i don t mind ,prob_B,Parece que la verdadera respuesta es oro. No me importa. ,sembra che la risposta vera è l'oro non mi dispiace ,"es scheint, dass die wahre Antwort ist Gold ich habe nichts dagegen ",Dit lyk of 'n ware antwoord goud is wat ek nie omgee nie ,"Похоже, настоящий ответ - золото, я не возражаю. "
209,i am sorry to hear that i am a little sad  why are you sad ,prob_B,Siento oír que estoy un poco triste por qué estás triste ,Mi dispiace sentire che sono un po' triste perché sei triste ,"Es tut mir leid zu hören, dass ich ein wenig traurig bin, warum bist du traurig ",Ek is jammer om te hoor dat ek 'n bietjie hartseer hoekom is jy hartseer ,"Мне жаль слышать, что мне немного грустно, почему ты грустишь. "
210,i am sad i am sad  oh there there do you like dancing ,prob_B,Estoy triste Estoy triste Oh allí te gusta bailar ,Sono triste sono triste oh là ti piace ballare ,Ich bin traurig ich bin traurig oh da gibt es Sie gerne tanzen ,"Ek is hartseer ek is hartseer, o daar is jy hou van dans ","Мне грустно, мне грустно. Тебе нравится танцевать. "
211,i do but i do not dance much me too there s never enough time for nice things in life ,prob_B,"Yo sí, pero no bailo mucho yo también. Nunca hay tiempo suficiente para cosas bonitas en la vida. ",lo faccio ma non ballo molto me troppo non c'è mai abbastanza tempo per belle cose nella vita ,"ich tue, aber ich tanze nicht viel mich auch gibt es nie genug Zeit für nette Dinge im Leben ",Ek doen maar ek dans nie veel my te daar s nooit genoeg tyd vir mooi dinge in die lewe ,"Да, но я не слишком много танцую, и у меня никогда не будет достаточно времени для хороших вещей в жизни. "
212,maybe we could meet at the beach and do it that would be really great ,prob_B,Tal vez podríamos reunirnos en la playa y hacerlo que sería realmente genial ,Forse potremmo incontrarci in spiaggia e farlo sarebbe davvero fantastico. ,"vielleicht könnten wir uns am Strand treffen und es tun, das wäre wirklich toll ",Miskien kon ons by die strand ontmoet en dit doen wat regtig wonderlik sou wees ,"Может быть, мы могли бы встретиться на пляже и сделать это, это было бы действительно здорово "
213,i have a lot of vintage shirts i won a award award in the olympics  congrats i hope i ll win something too some day ,prob_B,Tengo un montón de camisas vintage Gané un premio en las olimpiadas felicidades Espero ganar algo también algún día ,Ho un sacco di camicie vintage ho vinto un premio nelle olimpiadi congratulazioni spero che vincerò qualcosa troppo un giorno ,ich habe eine Menge vintage Shirts ich gewann einen award award in den olympics gratuliere ich hoffe ich werde etwas zu gewinnen eines Tages ,Ek het 'n baie ou hemde Ek wen' n toekenning in die olympika congrats i hoop i ll wen iets te een of ander dag ,"У меня много винтажных рубашек, которые я выиграл наградой на Олимпиаде, я надеюсь, что когда-нибудь я тоже выиграю что-нибудь. "
214,i am so sorry to hear that  what do you do for living ,prob_B,Siento mucho oír que ¿qué haces para vivir? ,Mi dispiace molto sapere che cosa fai per vivere ,"Es tut mir so leid zu hören, dass was tun Sie für das Leben ",Ek is so jammer om te hoor dat wat doen jy vir die lewe ,"Мне так жаль слышать, что ты зарабатываешь на жизнь. "
215,i am a full time student how about you  i am a stunt double as my second job ,prob_B,Soy un estudiante de tiempo completo ¿Qué hay de ti? Soy un doble doble doble como mi segundo trabajo. ,Sono uno studente a tempo pieno come circa voi sono uno stunt doppio come il mio secondo lavoro ,"Ich bin ein Vollzeit-Student, wie über Sie bin ich ein Stunt Double als mein zweiter Job ",Ek is 'n volle tyd student hoe oor jou ek is' n toertjie dubbel as my tweede werk ,"Я учусь полный день, как насчет тебя, я трюк-двойник, как моя вторая работа. "
216,i am a dancer i won a award medal in high speed hiya ,prob_B,Soy bailarina. Gané una medalla en hiya de alta velocidad. ,Sono un ballerino ho vinto una medaglia premio in alta velocità ciao ,ich bin ein tänzer ich gewann eine award-medaille in high-speed hiya ,Ek is 'n danser Ek wen' n toekenning medalje in hoë spoed hiya ,"Я танцовщица, я выиграла медаль в высокоскоростной хии. "
