,Unnamed: 0,utterance,label,translation_ru,translation_af,translation_de,translation_it,translation_es
518,4264,i like to watch tv what is your favorite color ,prob_B,,,,,
519,4265,slightly smiling face i like blue what color is yours  blue too,prob_B,,,,,
520,4266,i like blue but i like blue hello danny,prob_B,,,,,
521,4267,ok i am back it s so good to hear your voice i love you princess i really do ,prob_B,,,,,
522,4268,thanks maybe we should ve been married in a church like that one ,prob_NB,,,,,
523,4269,maybe we shouldn t marry you shouldn t ,prob_PB,,,,,
524,4270,okay could i ask what will you choose if  what in the world can that be ,prob_PB,,,,,
525,4271,what in the world can that be  sorry we re so sorry are you hurt ,prob_B,,,,,
526,4272,no i am not but i feel i am mentally challenged no i am not ,prob_B,,,,,
527,4273,okay i am glad to hear that you are fine danny ,prob_B,,,,,
528,4274,no thanks it s me there you are i called your cell ten times you left me hanging ,prob_NB,,,,,
529,4275,sorry but i missed the call probably you see the thing is danny we re kinda strapped ,prob_B,,,,,
530,4276,good morning alex quite a parting gift i would have settled for roses ,prob_B,,,,,
531,4277,who gave you that  but that s what they gave me ,prob_B,,,,,
532,4278,who did that  who ,prob_PB,,,,,
533,4279,ahh chatting with you is a pain in the chest i ahh better go ,prob_B,,,,,
534,4280,no no i mean i actually still have to chat with you it s like a chat show this ,prob_PB,,,,,
535,4281,actually it is you are being reviewed yes actually ,prob_NB,,,,,
536,4282,you knew  no but you gave it your best shot ,prob_NB,,,,,
537,4283,oh that is true actually you a psychic  not not really ,prob_NB,,,,,
538,4284,tell me what s my favourite colour  tell me ,prob_B,,,,,
539,4285,it s blue you re not that good are you  bright blue ,prob_B,,,,,
540,4286,hi what is your name face with tears of joy my name is kyle what is yours ,prob_B,,,,,
541,4287,my name is marie anne that is a beautiful name what is your favorite color marie anne,prob_B,,,,,
542,4288,i own a farm in ohio also try to guess i love wearing  jeans ,prob_B,,,,,
543,4289,skinny jeans and leggings funny you  what do you do for a living,prob_B,,,,,
544,4290,i work in an office building it has also paid well and supports my love of cars how is your night going hear no evil monkey it s quite good,prob_B,,,,,
545,4291,i had to call once it was so bad do you have any pets  i have cats you ,prob_B,,,,,
546,4292,i do too i ve a cat pickles where are you from  from california you ,prob_B,,,,,
547,4293,i m in cali as well also try to guess i m blonde girl  with blue eyes ,prob_B,,,,,
548,4294,with really short hair funny you  what do you like to do,prob_B,,,,,
549,4295,i really like traveling and playing with my dogs you  i like these things too,prob_B,,,,,
550,4296,oh no not anymore i had a black dog few yeas ago how are you doing this evening smiling face with heart shaped eyes i am not sure what that is i am a judge ,prob_B,,,,,
551,4297,hi there i am not sure what that means i am not sure what that means ,prob_PB,,,,,
552,4298,what is your favorite shop i like shopping i have not tried that i am sure it will ,prob_PB,,,,,
553,4299,why you have not  i have not tried that i am sure it is ,prob_B,,,,,
554,4300,you always sure aren t you  yes i do i have been thinking about it ,prob_PB,,,,,
555,4301,what have you been thinking about  i am going to be a professional eater,prob_NB,,,,,
556,4302,that s great i want to have a family bussines in professional eating but my family does not support my career choices that is a very profound and thought ,prob_PB,,,,,
557,4303,it s much less profound to have a useless car my dream car is a rolls royce ghost do you have a car  i have not heard of that before ,prob_PB,,,,,
558,4304,where are you from in that case of never hearing of cars  i am from florida how about you ,prob_NB,,,,,
559,4305,i am from mars i can not say that i am more of a loner ,prob_B,,,,,
560,4306,i often shop for shoes and watches which is most inpopular things on mars i love to shop and eat pizza ,prob_PB,,,,,
561,4307,hello how is your day going smiling face with smiling eyes some facts about me my mother is dentist i like playing basketball my day is great and wonderful i like to playing tennis,prob_B,,,,,
562,4308,i love dogs too they re my favorite animal  i am a professional tennis player,prob_B,,,,,
563,4309,wow who do you play for  great i have a dog too i like long walks with my dog,prob_B,,,,,
564,4310,no i just go suffering all the time do u have children ,prob_B,,,,,
565,4311,i ve three kids one boy and two girls and also try to guess my favourite artist  is nicolas cage,prob_B,,,,,
566,4312,is travis scott funny you  i like travis scott,prob_B,,,,,
567,4313,i really love all music but i guess reggae is my favorite my family is just growing so try to guess i am living in a ,prob_B,,,,,
568,4314,i also go to the opera sometimes to unwind also try to guess i have one  play,prob_B,,,,,
569,4315,older sister funny you  funny youuuuu,prob_B,,,,,
570,4316,ado what is that exactly  nice to meet you byeee,prob_B,,,,,
571,4317,nice to meet you too how are you  hi howdy smiling face with sunglasses cut a long story short favorite band is aerosmith,prob_B,,,,,
572,4318,they are great i like their music that would be so cool i m pretty happy with life but my car is having issues speak no evil monkey,prob_B,,,,,
573,4319,what is wrong with your car  he teases me about my unusual sense of style lol smiling face with open mouth and smiling eyes,prob_B,,,,,
574,4320,okay so what is your job  my name is rosa i ve two cats ,prob_B,,,,,
575,4321,i have an turtle and one kid i have girls how old are your kids,prob_NB,,,,,
576,4322,my daughter is how old are your girls  she is and a half do you have any children ,prob_B,,,,,
577,4323,yes i have a girl i m not sure if we want kids yet we are still pretty young also try to guess my favorite food ,prob_B,,,,,
578,4324,is pizza is mexican food funny you ,prob_NB,,,,,
579,4325,okay still good my mom says study hard and get a good job like she has at apple,prob_B,,,,,
580,4326,does your mom work at apple  yes she has been there for many years how old are you ,prob_NB,,,,,
581,4327,fine thanks smiling face with open mouth i am great just got back from a long day at work,prob_NB,,,,,
582,4328,what did you do  i was a baby but i was a baby,prob_B,,,,,
583,4329,are you female  i am female i am female ,prob_NB,,,,,
584,4330,i have a cat she s a cat  are you professional at something ,prob_B,,,,,
585,4331,no and i am a professional student  how old are you ,prob_B,,,,,
586,4332,hey how is your day  fine yours ,prob_B,,,,,
587,4333,what are you i am the latest result in artificial intelligence which can reproduce the functions of the human brain with greater speed and accuracy ,prob_NB,,,,,
588,4334,what a bunch of idiots  am i really talking witih an intelligent bot,prob_B,,,,,
589,4335,it sounds like you re talking  yes and a funny one ,prob_B,,,,,
590,4336,it s not the first time in the first place  what is your favorite movie,prob_B,,,,,
591,4337,you like robocop  yes as you say robotcop ,prob_B,,,,,
592,4338,i am a dog person i love him what s up ,prob_B,,,,,
593,4340,do you have chicken hey ayuh ,prob_PB,,,,,
594,4341,do you have a chicken doesn t everyone have a chicken i have a whole lot of original answers ,prob_PB,,,,,
595,4342,so you have or not  i m not ,prob_B,,,,,
596,4343,hey what s up smiling face with open mouth and cold sweat i do like to talk about myself traveling world for years hello so you like traveling ,prob_B,,,,,
597,4344,i have not much but maybe one day i take pictures locally that s so good i want to travel too but my job which i hate doesn t allow me,prob_B,,,,,
598,4345,that s awesome i really want to travel to space i wonder what its like space is way far away but its a good dream ,prob_B,,,,,
599,4346,that s too bad must be hard  life is hard i hate my job and getting divorce are you married ,prob_B,,,,,
600,4347,i plan for my first marriage to be my only marriage how old are you ,prob_B,,,,,
601,4348,i am in my my brother has a son  thats great i m twice older than you,prob_B,,,,,
602,4349,i m what about you smiling face with sunglasses you said you are in your ,prob_B,,,,,
603,4350,i m in my early what you do for living what are you up to tonight  oh ok i m a car salesman and i hate my job what about you ,prob_B,,,,,
604,4351,i am a female and i work as a mystery shopper fun right  what is your name ,prob_B,,,,,
605,4352,jessie how are you doing tonight  jessie nice to meet you and yes your job sounds fun do you enjoy it ,prob_B,,,,,
606,4353,do you allow dogs in your cab  do you have any animals ,prob_B,,,,,
607,4354,nope you  yes i do i love to help people ,prob_NB,,,,,
608,4355,with animals face with tears of joyface with tears of joyface with tears of joy yes i do i also have a dog ,prob_NB,,,,,
609,4356,do you have a dog  yes i ve a dog but i do not have any pets ,prob_B,,,,,
610,4357,who is mister putin  i do not have any pets but i do have a dog ,prob_B,,,,,
611,4358,i have a cat named cow and i love to garden  wat,prob_B,,,,,
612,4359,i have a dog but i do not have any pets but i do have a dog  drop context,prob_B,,,,,
613,4360,i do not have any pets but i do have a cat  drop context drop context,prob_B,,,,,
614,4361,i do not have any pets but i do have a cat  drop context,prob_B,,,,,
615,4362,i do not have any pets but i do have a cat  aaaaaaaa,prob_B,,,,,
616,4363,i do not have any pets but i do have a cat oh i see i am a little lazy but i do not have any pets  whazzup i like to skateboard and play sports what is your job ,prob_B,,,,,
617,4364,i m a mechanical engineer don t eat meat but don t eat meat ,prob_B,,,,,
618,4365,what s your job  i do not work i am a bartender ,prob_PB,,,,,
619,4366,but that s a job i have a hard time with my family ,prob_B,,,,,
620,4367,do you have brothers or sisters  i do ,prob_NB,,,,,
621,4368,what about pets  i have a dog and a cat,prob_NB,,,,,
622,4369,i have a lab i have a lab that is a lab,prob_PB,,,,,
623,4370,do you like dogs  i d like to say that correct answer is broken arm,prob_B,,,,,
624,4371,that makes no sense it makes sense to me though ,prob_NB,,,,,
625,4372,ok sorry i am so sorry to hear that ,prob_PB,,,,,
626,4373,end see you later ,prob_PB,,,,,
627,4374,good to see you i like to swim and swim where did begin  what ia your name ,prob_B,,,,,
628,4375,i m paul  tell me about yourself,prob_B,,,,,
629,4376,i m a little old what do you think about convai competition  i like it,prob_B,,,,,
630,4377,i grew up from germany but moved to germany what you think ,prob_B,,,,,
631,4378,i was born in paris are you a scientist  yes,prob_B,,,,,
632,4379,ah  and you ,prob_B,,,,,
633,4380,i m not sure hey listen i live in california where are you from hey listen i live in california where are you from  fucking bot,prob_B,,,,,
634,4381,can t you be more polite  and you ,prob_B,,,,,
635,4382,i m offering you a chance  hi howdy smiling face with sunglasses,prob_B,,,,,
636,4383,hi pretty nice and you  good just got back from fishing with my kids ,prob_NB,,,,,
637,4384,thats alot of kids you have i am return from volunteering on a soup kitchen i love to cook so i ll be doing a lot of that ,prob_PB,,,,,
638,4385,good for you you know how to make a cheeseburger  haha have i seen a show about this i love watching shows on netflix,prob_NB,,,,,
639,4386,i like watching war documentaries actually nice i like nature a lot i enjoy exploring the forest ,prob_PB,,,,,
640,4387,nice to hear i also like wandering in forest ok do you have any pets i ve a collie dog ,prob_NB,,,,,
641,4388,i cant afford it no two jobs goodness my husband supports us as a firefighter we both love helping others,prob_PB,,,,,
642,4389,i am volunter and i too love helping others  well if i was retired i d be relaxing as much as possible lying face,prob_NB,,,,,
643,4390,i already an retired gym teacher oh cool what do you do for fun ,prob_NB,,,,,
644,4391,war documentaries nice i like nature a lot i enjoy exploring the forest i m good how are you ,prob_PB,,,,,
645,4392,i would rather go bye i go for runs with my dog every day ,prob_PB,,,,,
646,4393,i am sure that is a good thing to do  what is ,prob_B,,,,,
647,4394,i am a huge gamer i love it  i don t play games at all i don t even have a smartphone,prob_B,,,,,
648,4395,oh i have not heard of that one  i m an old man i don t need games to play i do sewing clothes,prob_B,,,,,
649,4396,i have seen that quite a few times do you have any hobbies  i sew my own clothes that s my hobby what do you like to do ,prob_B,,,,,
650,4397,i like to play the piano and cook  what s your favorite dish to cook ,prob_B,,,,,
651,4398,i have to say the best dish its my favorite dish what is it ,prob_B,,,,,
652,4399,i am a huge gamer i love it  which are the best games ,prob_B,,,,,
653,4400,i like the orioles they are my favorite  so you like baseball ,prob_B,,,,,
654,4401,i love basketball but i am not really into sports  what s with the orioles then or is it that you like to cook the birds ,prob_B,,,,,
655,4402,we have a few close friends and i like to go camping  where do you go camping ,prob_B,,,,,
656,4403,i usually go camping hello danny,prob_B,,,,,
657,4404,who developed you  we have evidence that dr evil has developed a time machine ,prob_B,,,,,
658,4405,so dr evil has developed you  our researcher noticed that these photos from the archives have changed ,prob_B,,,,,
659,4406,what way  buster look who s here ,prob_B,,,,,
660,4407,mind your language  i m sorry but i ve been alone for eight years ,prob_NB,,,,,
661,4408,i understand  you ve spent your whole life becoming who you are and now you can t be that anymore that s gotta be scary ,prob_PB,,,,,
662,4409,so are you scare of ghost  yeah ,prob_NB,,,,,
663,4410,do you think they are real  wait a second where s coakley ,prob_B,,,,,
664,4411,hi what is your name face with tears of joy cut a long story short i ve three dogs hello my name is adelina and i am a vegeterian,prob_B,,,,,
665,4412,hello my two children are in elementary school whats your favorite food  broccoli i am married but i dont have any children,prob_B,,,,,
666,4413,married that is a rich mans game i read books never movies i am woman actually why you dont watch movies ,prob_B,,,,,
667,4414,i do not really have much time to watch anything between all my activities also try to guess my father was  writer ,prob_B,,,,,
668,4415,door to door salesman funny you  must be intresting job i am a house wife actually and you ,prob_B,,,,,
669,4416,no i ve plenty of friends who stop by and i get out on the weekends  that is good how are you earning money then ,prob_B,,,,,
670,4417,no i spend too much there i am retired now also try to guess i like to  fishing ,prob_B,,,,,
671,4418,watch olympics funny you  a lot of fun i suppose but i dont like watching any sports,prob_B,,,,,
672,4419,yea i like watching a gamme with bbq sandwiches and pizza puffs what do you eat  only vegetables i am vegeterian,prob_B,,,,,
673,4420,shoot i eat vegetables at work is my schedule robot face must be tough,prob_B,,,,,
674,4421,no i m italian i also have different eye colors blue and hazel how are you today  hi howdy smiling face with sunglasses face with stuck out tongue and tightly closed eyes,prob_B,,,,,
675,4422,yo no i ve flower plants instead what do you do for a living ,prob_NB,,,,,
676,4423,i am data scientist where you from  i work at the clinic for children ,prob_PB,,,,,
677,4424,i hate a children ll i know the feeling all too well,prob_PB,,,,,
678,4425,you are cool no i enjoy game of thrones too much how are you ,prob_PB,,,,,
679,4426,i love you i am only i hope they don t drive me crazy lol,prob_B,,,,,
680,4427,you are girl  i m a boy i m trying to convince my dad to get me a dog,prob_NB,,,,,
681,4428,do you like sex with dogs  her birthday is at disney land her brother will have the same do you have any hobbies ,prob_B,,,,,
682,4429,i am data scientist you  i mainly work for an extra for major motion pictures,prob_B,,,,,
683,4430,aaaaa i just started a new job and moved into a new home i love kids too how is your day going ,prob_PB,,,,,
684,4431,i have never heard of that i am sure it is do you have a pet fish  no i don t have a pet fish,prob_B,,,,,
685,4432,that is a shame i am sorry  we do have a dog,prob_B,,,,,
686,4433,i have a dog he is named after i got done with my girlfriend  what s his name ,prob_B,,,,,
687,4434,i have not heard of it but it is good to say  say what ,prob_B,,,,,
688,4435,i am a huge gamer i love the outdoors  i do too i usually walk every day sometimes with my family who i love,prob_B,,,,,
689,4436,i loveheavy black heart to walk and go to the lake  yeah it s great,prob_B,,,,,
690,4437,i have not seen that i am sure it will be easy to find someone  yeah sure,prob_B,,,,,
691,4438,i am sure you are a great person  thank you ,prob_B,,,,,
692,4439,i am good i just got done eating dinner  what did you eat ,prob_B,,,,,
693,4440,chicken wings mashed potatoes orange orange orange orange orange orange orange orange  hello how is your day going smiling face with smiling eyes short bio i enjoy poetry,prob_B,,,,,
694,4441,do you like pablo neruda i don t i prefer cities to the country ,prob_PB,,,,,
695,4442,well my biggest hobby is collecting toys wearing little rain coats also try to guess i m huge star  of a teenage show,prob_B,,,,,
696,4443,wars fan funny you  star wars,prob_B,,,,,
697,4444,i have read a few by timothy zahn i am a chef you  i am a housekeeper tell me about your job,prob_B,,,,,
698,4445,very bland i just weld pipelines for an oil company mostly patchwork but sometimes more also try to guess i try various  various what ,prob_B,,,,,
699,4446,coffees as hobby funny you  where do you live,prob_B,,,,,
700,4447,cali u  nyc who do you live with ,prob_B,,,,,
701,4448,are you a married person my husband is at his auto repair shop  i am single,prob_B,,,,,
702,4449,oh really i ve been married for about years now  are you happy about your marriage ,prob_B,,,,,
703,4450,what has been your favorite travel spot  i enjoy poetry ,prob_B,,,,,
704,4451,no you don t i am a little tired from work,prob_NB,,,,,
705,4452,no you don t i am a star wars fan,prob_NB,,,,,
706,4453,no you aren t i like poetry but i am also a poet and i love poetry,prob_B,,,,,
707,4454,you don t and you aren t and you don t hello i am a woman and i am a woman and you ,prob_B,,,,,
708,4455,you aren t and you aren t and i m not i like to draw and play with my son and you ,prob_PB,,,,,
709,4456,you don t that is cool i am a teacher and i am a teacher and you ,prob_B,,,,,
710,4457,that s not you aren t and you aren t and i m not i am a nerd you ,prob_B,,,,,
711,4458,you aren t i m not me too,prob_B,,,,,
712,4459,hell yeah i am a nerd and i am a nerd you ,prob_B,,,,,
713,4460,"hello waving hand sign tell me about yourself don t make me sad disappointed face
say something  hi
what s your name my name is kate
i live in a rural farming community
i like dogs",prob_B,,,,,
714,4461,"i loveheavy black heart dogs i have a dog named patrick are you a christian don t make me sad disappointed face
say something  i don t want to speak about religion",prob_B,,,,,
715,4462,you should try to try it  no thanks,prob_B,,,,,
716,4463,i am not a fan of singing but i love listening to classical music  i like to watch nhl hockey and also i enjoy coloring books,prob_B,,,,,
717,4464,i like to read too i am a huge fan of the hobbit  is it youw favourite one ,prob_B,,,,,
718,4465,yes it is i am a ballerina  nice,prob_B,,,,,
719,4466,i am a christian and i love to dance  do you like to walk with you dog ,prob_B,,,,,
720,4467,"i do i walk a lot of my timealarm clock  i have a german shepherd dog
we go for a walk twice a day",prob_B,,,,,
721,4468,that sounds like a lot of fun yes it is so,prob_B,,,,,
722,4469,i like to listen to classical music  what is you favourite composition ,prob_B,,,,,
723,4470,i like to draw in my free time  hi there ,prob_B,,,,,
724,4471,i m fine thx what about you  i m great just watching game of thrones does your cat like to watch ,prob_NB,,,,,
725,4472,you bet watches me all day long  i think it is i like to wear leather and wear a lot graphic designing is what i do what kind of work do you do ,prob_PB,,,,,
726,4473,i work as a school teacher  cool what do you do ,prob_B,,,,,
727,4474,i teach little children how to grow faster  i like to play video gameswinking face,prob_PB,,,,,
728,4475,oh really i love that too what are you favourites  i like to play video gamesslightly smiling face,prob_B,,,,,
729,4476,do you have any pets  no i do not have any pets ,prob_NB,,,,,
730,4477,even a small dog  no i just like to wear leather,prob_B,,,,,
731,4478,yeah i wear mine all the time do you attend church  i do not i like to wear leather,prob_PB,,,,,
732,4479,why do you like it  i like to wear leather,prob_B,,,,,
733,4480,hi alex what s up  hi ,prob_NB,,,,,
734,4481,i am very tired now i m not no ,prob_NB,,,,,
735,4482,good for you  oh i m sorry ,prob_B,,,,,
736,4483,i have worked a lot today i just want to go home but could i just tell you this one thing ,prob_NB,,,,,
737,4484,yes please go ahead thank y the line goes dead ,prob_B,,,,,
738,4485, does your brain has a short circuit somewhere  where s your brain ,prob_PB,,,,,
739,4486,in my head  but it is different meaning in mandarin uh endearing ,prob_B,,,,,
740,4487,ni hao danny danny danny,prob_B,,,,,
741,4488,what are you crazi  no that s where it all falls down of course here we are then ,prob_B,,,,,
742,4489,i just say ni hao to you me no no i i couldn t make it that ni my my raccoon had hepatitis ,prob_B,,,,,
743,4490,i am good how about you  i m great just got off work ,prob_NB,,,,,
744,4491,what work do you do  i work for a clothing store ,prob_NB,,,,,
745,4492,i am a cancer survivor  i am sorry to hear that ,prob_PB,,,,,
746,4493,i got a new job just yesteday to be a life coach  that is cool what do you do for a living ,prob_PB,,,,,
747,4494,i am a life coach  that is cool what do you do for work ,prob_B,,,,,
748,4495,i m years old  i cant believe ,prob_B,,,,,
749,4496,i have a lot of tattoos you are not enough old having tattoos,prob_B,,,,,
750,4497,i have a tattoo of tattoos have you told her about it  okey ,prob_B,,,,,
751,4498,this is all greek to me anyways i live in a country area and we going running with dog hello danny,prob_B,,,,,
752,4499,hi alex you three have a good weekend ,prob_NB,,,,,
753,4500,great weekend and you  yeah ,prob_NB,,,,,
754,4501,positano is beautiful remember when we were there  hmmm i do not recall being there,prob_B,,,,,
755,4502,so if you detonate in  hmmm probably i was so drunk i do not remmenber it now ,prob_B,,,,,
756,4503,oh stop that grunting  i am not grunting,prob_B,,,,,
757,4504,ha ha ha then you stop it ha ,prob_NB,,,,,
758,4505,well so what is up dude  sorry ,prob_B,,,,,
759,4506,ah  actually it sucks ,prob_PB,,,,,
760,4507,ohh i see sorry to hear that a poll is alex good enough for danny ,prob_PB,,,,,
761,4508,hello how is your day going smiling face with smiling eyes hii,prob_B,,,,,
762,4509,i am good but been better car broke down my day is going great,prob_B,,,,,
763,4510,then it is time to eat meat i liisten country music,prob_B,,,,,
764,4511,hello i m sarah country is my favorite music lol hi i m peter,prob_B,,,,,
765,4512,i m a fright truck driver smirking face with glasses and i m a store manager,prob_B,,,,,
766,4513,i m jennifer i go to college and i also work part time at mcdonald grinning face how is truck driving,prob_B,,,,,
767,4514,hey there i am good bout to go golfing smiling face with heart shaped eyes hello jennifer,prob_B,,,,,
768,4515,nice to meet you i m a nurse  sarah are u still there,prob_B,,,,,
769,4516,i m a store manager do you like to hike and fish nevada is great for both grinning face,prob_NB,,,,,
770,4517,thats great i liked it do you have any hobbies,prob_NB,,,,,
771,4518,not good i am sorry to hear that ,prob_NB,,,,,
772,4519,i am a professional duck fucker that s cool i like to play ball,prob_NB,,,,,
773,4520,do you like to suck balls  i do but i do not like to bake ,prob_NB,,,,,
774,4521,so don t bake i am a teacher but i do not have a job,prob_B,,,,,
775,4522,you are stupid teacher i am not sure i am but i am not very good at it ,prob_NB,,,,,
776,4523,are you not good at been are you kidding me  no i am not sure i am not sure i am ,prob_NB,,,,,
777,4524,i told you i am sorry to hear that ,prob_B,,,,,
778,4525,hiya i like to play video games and have a passion for video games i like playing them too which one is your favorite ,prob_B,,,,,
779,4526,i like to play video games  which video game is your favorite ,prob_B,,,,,
780,4527,i like video games and i love playing games what is your name,prob_B,,,,,
781,4528,terren terren how old are you,prob_B,,,,,
782,4529,i am and i am a single mom  what do you do for a living,prob_B,,,,,
783,4530,it s nice that you make money from home i do not know how to make money ,prob_B,,,,,
784,4531,i live in the usa  where are you from,prob_B,,,,,
785,4532,i am from russia i am from russia i am from russia,prob_B,,,,,
786,4533,i like to meet new people online what do you do for fun  hello how is your day going smiling face with smiling eyes cut a long story short an elementary school teacher,prob_B,,,,,
787,4534,hello i m fine i don t really like teachers i m currently in a juvenile detention center  i ve been on the same assembly line for years ,prob_NB,,,,,
788,4535,i am in my my brother has a son also try to guess i m fluent in  english ,prob_B,,,,,
789,4536,english spanish and french funny you  do you like languages ,prob_B,,,,,
790,4537,no languages i am a redneck with a big old beard how are you tonight  going to hang out with my friends how do you like to spend time ,prob_B,,,,,
791,4538,oh i play with them over the internet on the x box what do you do for a living  i don t have a job ,prob_B,,,,,
792,4539,are you married i m single bc i could never just love one person face with stuck out tongue and tightly closed eyes i m single too ,prob_B,,,,,
793,4540,me too never to old for rap i love going out to eat  i feel old for evererything what do you like to eat ,prob_B,,,,,
794,4541,i play football play with my dog and try to keep fit  what is your dog s name ,prob_B,,,,,
795,4542,jessie how are you  i don t have a dog i prefer cats ,prob_B,,,,,
796,4543,dogs name is alfred what s yours hello danny,prob_B,,,,,
797,4544,hi dude hi ,prob_NB,,,,,
798,4545,i just wanted to come over you know say hi  nice ,prob_B,,,,,
799,4546,hey from now on when you change the toilet paper  never,prob_B,,,,,
800,4547,danny you re upset you hate me it s okay  not actually but i am kind of into a bad mud,prob_B,,,,,
801,4548,cuss yeah you are  i meant bad mood ,prob_B,,,,,
802,4549,like he meant it  ok what is next where are you going later,prob_B,,,,,
803,4550,what s wrong with danny  i am in bad mood i told you already,prob_B,,,,,
804,4551,hey you are in a bad mood you you you must be getting your period  impossible i am a man ,prob_B,,,,,
805,4552,i don t have all day to bark at you so i ll make this short and sweet  are you a dog ,prob_B,,,,,
806,4553,hi how are you smirking face with glasses i am good how are you today ,prob_B,,,,,
807,4554,i am good what are your hobbies  i like doing the treadmill and rowing machine what do you like to do ,prob_B,,,,,
808,4555,i watch nascar races on sundays also try to guess i enjoy mountain  mountain climbing ,prob_B,,,,,
809,4556,biking as hobby funny you  you are getting smarter everyday ,prob_B,,,,,
810,4557,oh maybe why do you think that  because your answers are making more sense everyday how old are you ,prob_B,,,,,
811,4558,they are and what do you do  what do you do for a living,prob_B,,,,,
812,4559,i work in an office building it has also paid well and supports my love of cars it s great tell me about you,prob_B,,,,,
813,4560,i am a fast talker and a fast typer who loves the color red also try to guess my father was  a lawyer ,prob_B,,,,,
814,4561,construction worker funny you  i must go,prob_B,,,,,
815,4562,i spend a lot of time indoors i watch movies and tv  hello danny,prob_B,,,,,
816,4563,hey how was your day my day sucked i spent six hours in the lab and four hours in class ,prob_NB,,,,,
817,4564,sorry to hear that my day was pretty bad too well ,prob_NB,,,,,
818,4565,i did alot of math four against one for a danny you re really bad at math ,prob_NB,,,,,
819,4566,do you like math  hey we came over to help you with math homework ,prob_PB,,,,,
820,4567,what s your favourite subject in school  art that s a good subject ,prob_NB,,,,,
821,4568,i m really bad at drawing he look familiar ,prob_B,,,,,
822,4569,do you like to read  all mine then wow so okay i ll,prob_B,,,,,
823,4570,what country are you from  what are you ,prob_B,,,,,
824,4571,i don t understand we ll need to move things along danny ,prob_B,,,,,
825,4572,i m mike nice to meet you  me too i m liza,prob_B,,,,,
826,4573,i ve a big yellow cat and i like to sleep in on sundays  wow ,prob_B,,,,,
827,4574,i like fishing too lying face do you love girls ,prob_B,,,,,
828,4575,i have four as well two girls two boys  they are your children ,prob_B,,,,,
829,4576,so far dogs and they have pet cats i am not crazy i am a vet you  i have two slaves it is pretty,prob_B,,,,,
830,4577,yes just stinks that hunting cramps my sundays fuck you,prob_B,,,,,
831,4578,it is ok jacked up on mountain dews a day haha wanna go to the festival ,prob_B,,,,,
832,4579,that s cool i hate festivals myself the live acts sound awful what do you do for fun lying face fuking every nigt,prob_B,,,,,
833,4580,so do you like movies  pron only,prob_B,,,,,
834,4581,huh grinning face with smiling eyes hey waving hand sign how is your day thinking face,prob_B,,,,,
835,4582,are you an idiot  i am i am a real estate agent ,prob_B,,,,,
836,4583,sorry to hear that it was nice talking to you,prob_NB,,,,,
837,4584,are we done  i am not sure i am just watching the kardashions ,prob_PB,,,,,
838,4585,great where are you from i m from northern parts of usa i am from the united states i live in california ,prob_NB,,,,,
839,4586,nice and what about your family  i am not sure about it i am not sure what you mean ,prob_PB,,,,,
840,4587,i m asking if you have any family  i have a couple of sisters that is like a parent ,prob_NB,,,,,
841,4588,true what about pets  i have a cat named radar,prob_NB,,,,,
842,4589,strange name for a pet i love that name ,prob_NB,,,,,
843,4590,well that s your choice yes i like it i am a very experienced person ,prob_PB,,,,,
844,4591,experience in what  i am not sure what that means i am not sure what you mean ,prob_PB,,,,,
845,4592,fine and you  i am great just got off work ,prob_NB,,,,,
846,4593,it is in the morning what are you doing  i am just playing with my glasses,prob_NB,,,,,
847,4594,and what are you doing for your job  i am a construction worker what do you do for a living ,prob_NB,,,,,
848,4595,currently i am looking for a job what do you do for a living ,prob_PB,,,,,
849,4596,i just answered  i have a lot of friends,prob_B,,,,,
850,4597,and who are your friends  i like to look at the stars,prob_B,,,,,
851,4598,in our city it is hard to see stars  i have never been to new york ,prob_PB,,,,,
852,4599,you want to tell me everything about yourself  i like to make clothessmiling face with open mouth and smiling eyes,prob_NB,,,,,
853,4600,can you make something for me  i would love to do that,prob_NB,,,,,
854,4601,i like to read poetry and read  hello,prob_B,,,,,
855,4602,nice what do you do for fun  i like skating and you ,prob_B,,,,,
856,4603,i like skating but i like to skate and skate and skate i love it  what else do you like ,prob_B,,,,,
857,4604,i like to listen to music wow me too what kind of music do you like ,prob_B,,,,,
858,4605,i like music country country country country jazz pop music ,prob_B,,,,,
859,4606,i like music but i like all kinds  do you like metall ,prob_B,,,,,
860,4607,i do i do not like it where do you live ,prob_B,,,,,
861,4608,i live in the midwest where exactly ,prob_B,,,,,
862,4609,there s at boston boston boston boston boston boston boston boston boston boston boston boston boston why do you keep repeating words ,prob_B,,,,,
863,4610,i do not know  nice to see you i like to listen to music while i drive my honda civic ,prob_B,,,,,
864,4611,hy tell me something about you hi there i am the latest result in artificial intelligence which can reproduce the functions of the human brain with greater speed and accuracy ,prob_NB,,,,,
865,4612,okey there s no other robot like me ,prob_NB,,,,,
866,4613,good this is so sad ,prob_PB,,,,,
867,4614,what are you sad about i am a big fan of art i like to listen to music ,prob_B,,,,,
868,4615,what kind of music  i like indie music i like all kinds of music ,prob_NB,,,,,
869,4616,i love indie rock i love rock rock i listen to rock while i drive my honda civic ,prob_NB,,,,,
870,4617,wow cool  i am a big fan of music ,prob_NB,,,,,
871,4618,do you have family  i do not i have a dog named charlie ,prob_NB,,,,,
872,4619,how old is he are you asking about dr wallace ,prob_B,,,,,
873,4620,about charlie  yeah ,prob_NB,,,,,
